name,price,speed,modules,price_per_gb,color,first_word_latency,cas_latency,ram_type,speed_mhz,num_sticks,gb_per_stick,capacity_gb
G.Skill Trident Z5 Neo RGB 256 GB,,"5,6000","4,64",,Black,11.333,34.0,DDR5,6000,4,64,256
Silicon Power SP032GBSFU320F02 32 GB,79.98,"4,3200","1,32",2.499375,Unknown,13.75,22.0,DDR4,3200,1,32,32
Kingston FURY Impact 64 GB,185.99,"5,4800","2,32",2.90609375,Black,15.833,38.0,DDR5,4800,2,32,64
Kingston ValueRAM 8 GB,28.99,"4,3200","1,8",3.62375,Unknown,13.75,22.0,DDR4,3200,1,8,8
Lexar LD4AS008G-B3200GSST 8 GB,60.75,"4,3200","1,8",7.59375,Black,13.75,22.0,DDR4,3200,1,8,8
Kingston Server Premier 16 GB,34.29,"4,2666","1,16",2.143125,Unknown,14.254,19.0,DDR4,2666,1,16,16
Silicon Power XPOWER Pulse Gaming 64 GB,,"5,6400","2,32",,Black / White,10.0,32.0,DDR5,6400,2,32,64
Kingston KVR26S19D8/16 16 GB,43.79,"4,2666","1,16",2.736875,Green / Black,14.254,19.0,DDR4,2666,1,16,16
Patriot Signature Line 8 GB,26.99,"4,2133","1,8",3.37375,Green,14.065,15.0,DDR4,2133,1,8,8
Kingston Server Premier 8 GB,41.97,"4,3200","1,8",5.24625,Unknown,13.75,22.0,DDR4,3200,1,8,8
TEAMGROUP Elite Plus 32 GB,,"5,6000","2,16",,Black,13.333,40.0,DDR5,6000,2,16,32
Silicon Power SP008GBSFU320X02 8 GB,,"4,3200","1,8",,Unknown,13.75,22.0,DDR4,3200,1,8,8
Kingston FURY Renegade Pro 16 GB,116.54,"5,5600","1,16",7.28375,Black,12.857,36.0,DDR5,5600,1,16,16
Corsair Vengeance 4 GB,,"3,1600","1,4",,Black / Gold,11.25,9.0,DDR3,1600,1,4,4
Crucial CT32G4LFD424A 32 GB,71.98,"4,2400","1,32",2.249375,Green / Black,14.167,17.0,DDR4,2400,1,32,32
Mushkin Redline 64 GB,,"4,3200","2,32",,White,10.0,16.0,DDR4,3200,2,32,64
Patriot Viper Steel RGB 32 GB,85.99,"4,3200","1,32",2.6871875,Black,11.25,18.0,DDR4,3200,1,32,32
Mushkin Redline 64 GB,143.53,"5,4800","2,32",2.24265625,Black,16.667,40.0,DDR5,4800,2,32,64
Crucial CT2KIT51264BF160BJ 8 GB,53.99,"3,1600","2,4",6.74875,Black / Green,13.75,11.0,DDR3,1600,2,4,8
Kingston KVR400D2D4R3/4G 4 GB,28.99,"2,400","1,4",7.2475,Green,15.0,3.0,DDR2,400,1,4,4
G.Skill Ripjaws 16 GB,,"4,2133","2,8",,Black / Blue,14.065,15.0,DDR4,2133,2,8,16
G.Skill Flare X 64 GB,,"4,2400","4,16",,Red,12.5,15.0,DDR4,2400,4,16,64
Patriot Signature Line 64 GB,255.25,"4,3200","2,32",3.98828125,Black,13.75,22.0,DDR4,3200,2,32,64
Mushkin Redline Lumina 64 GB,,"4,2666","2,32",,Black,12.003,16.0,DDR4,2666,2,32,64
Mushkin Redline Lumina 64 GB,,"4,3600","2,32",,Black,8.889,16.0,DDR4,3600,2,32,64
G.Skill Sniper X 32 GB,,"4,3200","2,16",,Black / White,10.0,16.0,DDR4,3200,2,16,32
Silicon Power SP032GBLVU560F02 32 GB,,"5,5600","1,32",,Black,16.429,46.0,DDR5,5600,1,32,32
G.Skill Ares 16 GB,,"3,1866","2,8",,Black / Blue,10.718,10.0,DDR3,1866,2,8,16
Corsair Vengeance 16 GB,,"3,1600","2,8",,Black / Red,11.25,9.0,DDR3,1600,2,8,16
Corsair Dominator Platinum 8 GB,152.04,"3,2666","2,4",19.005,Black / Silver,8.252,11.0,DDR3,2666,2,4,8
Crucial Ballistix Sport 32 GB,164.99,"3,1600","4,8",5.1559375,Black / Silver,11.25,9.0,DDR3,1600,4,8,32
G.Skill Ripjaws 4 GB,,"3,1600","1,4",,Black / Red,11.25,9.0,DDR3,1600,1,4,4
Crucial CT32G4LFQ4213 32 GB,82.5,"4,2133","1,32",2.578125,Black / Green,14.065,15.0,DDR4,2133,1,32,32
Crucial CT51264BF160B 4 GB,10.99,"3,1600","1,4",2.7475,Black / Green,13.75,11.0,DDR3,1600,1,4,4
G.Skill Ripjaws 8 GB,,"4,2133","2,4",,Black / Blue,14.065,15.0,DDR4,2133,2,4,8
Mushkin Essentials 32 GB,,"3,1600","2,16",,Black / Blue,13.75,11.0,DDR3,1600,2,16,32
Corsair Vengeance Performance 64 GB,262.18,"4,2666","4,16",4.0965625,Black / Yellow,13.503,18.0,DDR4,2666,4,16,64
Corsair Vengeance 8 GB,35.15,"4,2666","2,4",4.39375,Black / Yellow,13.503,18.0,DDR4,2666,2,4,8
Corsair Vengeance 32 GB,,"4,3000","2,16",,Black,10.667,16.0,DDR4,3000,2,16,32
G.Skill Trident Z RGB 32 GB,349.0,"4,4000","4,8",10.90625,Black,9.0,18.0,DDR4,4000,4,8,32
Corsair Vengeance LPX 16 GB,,"4,4600","2,8",,Black / Yellow,8.261,19.0,DDR4,4600,2,8,16
TEAMGROUP Elite 16 GB,45.99,"4,2666","2,8",2.874375,Black,14.254,19.0,DDR4,2666,2,8,16
Samsung M393A2K40CB2-CTD 16 GB,,"4,2666","1,16",,Green / Black,14.254,19.0,DDR4,2666,1,16,16
G.Skill Trident Z 16 GB,119.0,"4,4000","2,8",7.4375,Silver / White,9.0,18.0,DDR4,4000,2,8,16
Corsair Vengeance RGB RT 32 GB,,"4,3200","4,8",,White / Black,10.0,16.0,DDR4,3200,4,8,32
G.Skill Trident Z Royal Elite 16 GB,,"4,3600","2,8",,Silver,8.889,16.0,DDR4,3600,2,8,16
G.Skill Trident Z Royal Elite 16 GB,,"4,4000","2,8",,Silver,7.0,14.0,DDR4,4000,2,8,16
G.Skill Trident Z Royal 16 GB,,"4,4000","2,8",,Silver,7.0,14.0,DDR4,4000,2,8,16
G.Skill Trident Z5 RGB 32 GB,119.99,"5,6600","2,16",3.7496875,White / Black,10.303,34.0,DDR5,6600,2,16,32
Kingston Fury Renegade RGB 16 GB,,"5,6000","1,16",,Silver / Black,10.667,32.0,DDR5,6000,1,16,16
Mushkin Silverline 16 GB,58.82,"4,2400","1,16",3.67625,Silver,14.167,17.0,DDR4,2400,1,16,16
Silicon Power SP032GBLFU266X22 32 GB,,"4,2666","2,16",,Unknown,14.254,19.0,DDR4,2666,2,16,32
G.Skill Ripjaws 32 GB,84.99,"5,4800","2,16",2.6559375,Black / Silver,15.833,38.0,DDR5,4800,2,16,32
Crucial CT2K32G52C42S5 64 GB,,"5,5200","2,32",,Black,16.154,42.0,DDR5,5200,2,32,64
Kingston FURY Renegade 32 GB,148.77,"5,6400","1,32",4.6490625,Silver / White,10.0,32.0,DDR5,6400,1,32,32
Silicon Power XPOWER Storm RGB 64 GB,,"5,6000","2,32",,Black,10.0,30.0,DDR5,6000,2,32,64
Crucial Ballistix Tracer 1 GB,,"2,800","1,1",,Black,10.0,4.0,DDR2,800,1,1,1
Corsair Dominator 6 GB,,"3,1600","3,2",,Black / Blue,8.75,7.0,DDR3,1600,3,2,6
Corsair XMS3 12 GB,,"3,1333","6,2",,Black / White,13.503,9.0,DDR3,1333,6,2,12
Corsair VS1GB667D2 1 GB,,"2,667","1,1",,Green,14.993,5.0,DDR2,667,1,1,1
Crucial CT2KIT25664BA1339 4 GB,24.99,"3,1333","2,2",6.2475,Green,13.503,9.0,DDR3,1333,2,2,4
Kingston HyperX 4 GB,,"2,800","2,2",,Blue / White,12.5,5.0,DDR2,800,2,2,4
Kingston HyperX 2 GB,,"2,800","2,1",,Blue / White,10.0,4.0,DDR2,800,2,1,2
Kingston ValueRAM 1 GB,,"3,1066","1,1",,Green,13.133,7.0,DDR3,1066,1,1,1
Kingston ValueRAM 2 GB,16.98,"3,1066","1,2",8.49,Green,13.133,7.0,DDR3,1066,1,2,2
Crucial Ballistix Tracer 4 GB,,"2,800","2,2",,Black,10.0,4.0,DDR2,800,2,2,4
Kingston ValueRAM 1 GB,24.95,"2,533","1,1",24.95,Green,15.009,4.0,DDR2,533,1,1,1
Kingston ValueRAM 1 GB,23.4,"2,533","1,1",23.4,Green,15.009,4.0,DDR2,533,1,1,1
Patriot Extreme Performance 2 GB,,"2,800","2,1",,Black / Silver,10.0,4.0,DDR2,800,2,1,2
Patriot Extreme Performance 4 GB,,"2,800","2,2",,Black / Silver,12.5,5.0,DDR2,800,2,2,4
Patriot Signature 1 GB,,"2,667","1,1",,Green,14.993,5.0,DDR2,667,1,1,1
Patriot PSD21G8002 1 GB,,"2,800","1,1",,Green,12.5,5.0,DDR2,800,1,1,1
OCZ Value 1 GB,34.95,"2,667","1,1",34.95,Green,14.993,5.0,DDR2,667,1,1,1
OCZ Platinum Revision 2 2 GB,,"2,800","2,1",,Black / Silver,10.0,4.0,DDR2,800,2,1,2
ADATA Gaming 1 GB,,"3,1600","1,1",,Black,11.25,9.0,DDR3,1600,1,1,1
Corsair XMS3 4 GB,,"3,1600","2,2",,Black / Blue,8.75,7.0,DDR3,1600,2,2,4
Corsair XMS3 6 GB,,"3,1600","3,2",,Black / Blue,11.25,9.0,DDR3,1600,3,2,6
Corsair Dominator 8 GB,,"3,1600","2,4",,Black / Blue,11.25,9.0,DDR3,1600,2,4,8
Corsair Dominator GT 4 GB,,"3,2000","2,2",,Black / Red,8.0,8.0,DDR3,2000,2,2,4
ADATA Plus 4 GB,,"3,1600","2,2",,Red / Silver,10.0,8.0,DDR3,1600,2,2,4
Crucial Ballistix 1 GB,,"3,1600","1,1",,Orange,10.0,8.0,DDR3,1600,1,1,1
Kingston HyperX 1 GB,,"3,1333","1,1",,Blue / Silver,10.503,7.0,DDR3,1333,1,1,1
Kingston HyperX T1 4 GB,,"3,2000","2,2",,Blue,9.0,9.0,DDR3,2000,2,2,4
G.Skill Ripjaws X 4 GB,,"3,1333","2,2",,Black / Blue,12.003,8.0,DDR3,1333,2,2,4
G.Skill F3-8500CL7D-2GBNQ 2 GB,,"3,1066","2,1",,Red / Silver,13.133,7.0,DDR3,1066,2,1,2
G.Skill Ripjaws 8 GB,29.06,"3,1333","2,4",3.6325,Black / Red,13.503,9.0,DDR3,1333,2,4,8
G.Skill Ripjaws X 4 GB,,"3,1866","2,2",,Black / Red,9.646,9.0,DDR3,1866,2,2,4
G.Skill Ripjaws X 4 GB,,"3,1600","2,2",,Black / Blue,8.75,7.0,DDR3,1600,2,2,4
Corsair Dominator GTX 2 GB,,"3,2400","1,2",,Black / Red,7.5,9.0,DDR3,2400,1,2,2
OCZ Gold 4 GB,,"3,1333","2,2",,Black / Gold,13.503,9.0,DDR3,1333,2,2,4
Mushkin Silverline 8 GB,,"3,1333","2,4",,Black / Gray,13.503,9.0,DDR3,1333,2,4,8
Kingston HyperX 24 GB,,"3,1600","6,4",,Blue / Silver,11.25,9.0,DDR3,1600,6,4,24
G.Skill Ripjaws X 4 GB,,"3,1600","2,2",,Black / Blue,10.0,8.0,DDR3,1600,2,2,4
Patriot Signature 8 GB,,"3,1600","2,4",,Green,13.75,11.0,DDR3,1600,2,4,8
G.Skill Ripjaws X 8 GB,,"3,1600","2,4",,Black / Blue,10.0,8.0,DDR3,1600,2,4,8
Kingston HyperX T1 4 GB,,"3,1866","2,2",,Blue,9.646,9.0,DDR3,1866,2,2,4
Crucial Ballistix Sport 8 GB,,"3,1333","2,4",,Black / Silver,13.503,9.0,DDR3,1333,2,4,8
Crucial Ballistix Sport 2 GB,,"3,1600","1,2",,Black / Silver,12.5,10.0,DDR3,1600,1,2,2
Kingston KHX1600C9D3P1K2/4G 4 GB,,"3,1600","2,2",,Gray / Silver,11.25,9.0,DDR3,1600,2,2,4
Crucial CT12864BC1067 1 GB,,"3,1066","1,1",,Green,13.133,7.0,DDR3,1066,1,1,1
Kingston HyperX 4 GB,,"3,1866","2,2",,Blue / Silver,9.646,9.0,DDR3,1866,2,2,4
Samsung MV-3V2G4D/US 4 GB,,"3,1333","2,2",,Black,13.503,9.0,DDR3,1333,2,2,4
Corsair XMS3 12 GB,,"3,1600","3,4",,Black / Silver,11.25,9.0,DDR3,1600,3,4,12
Kingston KHX1866C11D3P1K2/8G 8 GB,,"3,1866","2,4",,Gray / Silver,11.79,11.0,DDR3,1866,2,4,8
Corsair XMS3 16 GB,,"3,1600","4,4",,Black / White,11.25,9.0,DDR3,1600,4,4,16
Crucial CT51264BD1339 4 GB,26.11,"3,1333","1,4",6.5275,Green,13.503,9.0,DDR3,1333,1,4,4
Samsung MV-3V2G3D/US 4 GB,,"3,1600","2,2",,Black,13.75,11.0,DDR3,1600,2,2,4
G.Skill Sniper 16 GB,,"3,1600","4,4",,Black / Red,11.25,9.0,DDR3,1600,4,4,16
Corsair Vengeance 32 GB,,"3,1866","4,8",,Black / Silver,9.646,9.0,DDR3,1866,4,8,32
Corsair Vengeance 32 GB,,"3,1866","4,8",,Black / Red,9.646,9.0,DDR3,1866,4,8,32
AMD Entertainment Edition 4 GB,,"3,1333","1,4",,Black / Red,13.503,9.0,DDR3,1333,1,4,4
Corsair Vengeance 8 GB,,"3,1600","4,2",,Black / Red,10.0,8.0,DDR3,1600,4,2,8
Patriot G2 8 GB,,"3,1600","4,2",,Black / Blue,11.25,9.0,DDR3,1600,4,2,8
G.Skill Sniper Gaming 16 GB,99.66,"3,2133","4,4",6.22875,Black / Red,8.439,9.0,DDR3,2133,4,4,16
G.Skill Ripjaws Z 8 GB,,"3,1600","4,2",,Black / Red,11.25,9.0,DDR3,1600,4,2,8
Crucial Ballistix Sport 2 GB,,"3,1600","1,2",,Black / Silver,11.25,9.0,DDR3,1600,1,2,2
Corsair Vengeance 4 GB,25.99,"3,1600","1,4",6.4975,Black / Yellow,11.25,9.0,DDR3,1600,1,4,4
Corsair XMS3 8 GB,,"3,1333","1,8",,Black / Blue,13.503,9.0,DDR3,1333,1,8,8
Crucial Ballistix Elite 8 GB,,"3,1866","2,4",,Black / Silver,9.646,9.0,DDR3,1866,2,4,8
Patriot G2 Series Division 4 16 GB,,"3,1333","4,4",,Black / Blue,13.503,9.0,DDR3,1333,4,4,16
Crucial Ballistix 4 GB,,"2,800","2,2",,Black / Silver,12.5,5.0,DDR2,800,2,2,4
Crucial Ballistix 2 GB,,"2,800","1,2",,Orange / White,12.5,5.0,DDR2,800,1,2,2
Corsair CMV8GX3M1A1333C9 8 GB,46.98,"3,1333","1,8",5.8725,Green,13.503,9.0,DDR3,1333,1,8,8
G.Skill Ripjaws Z 64 GB,,"3,2400","8,8",,Black / Blue,8.333,10.0,DDR3,2400,8,8,64
Crucial Ballistix 4 GB,,"3,1866","1,4",,Black / Yellow,9.646,9.0,DDR3,1866,1,4,4
Corsair XMS 32 GB,,"3,1600","4,8",,Black / Blue,11.25,9.0,DDR3,1600,4,8,32
Patriot Signature 8 GB,46.92,"3,1333","1,8",5.865,Blue / Silver,13.503,9.0,DDR3,1333,1,8,8
Kingston KHX2133C11D3T1K2/8GX 8 GB,,"3,2133","2,4",,Unknown,10.314,11.0,DDR3,2133,2,4,8
G.Skill Trident X 16 GB,,"3,2666","2,8",,Black / Red,8.252,11.0,DDR3,2666,2,8,16
Kingston Value 2 GB,,"3,1066","1,2",,Green,13.133,7.0,DDR3,1066,1,2,2
G.Skill Sniper Gaming 32 GB,,"3,1866","4,8",,Black / Red,10.718,10.0,DDR3,1866,4,8,32
Patriot Viper 3 32 GB,,"3,1600","4,8",,Black / Silver,11.25,9.0,DDR3,1600,4,8,32
G.Skill Trident X 16 GB,,"3,2133","2,8",,Black / Red,8.439,9.0,DDR3,2133,2,8,16
Corsair Dominator Platinum 16 GB,,"3,2400","2,8",,Black / Silver,8.333,10.0,DDR3,2400,2,8,16
Patriot Viper 3 8 GB,72.04,"3,1866","2,4",9.005,Unknown,9.646,9.0,DDR3,1866,2,4,8
Patriot Viper 3 8 GB,,"3,1600","1,8",,Black / Silver,11.25,9.0,DDR3,1600,1,8,8
Corsair Dominator Platinum 16 GB,288.39,"3,2666","4,4",18.024375,Black / Silver,8.252,11.0,DDR3,2666,4,4,16
Patriot Viper 3 8 GB,,"3,1600","2,4",,Black / Green,11.25,9.0,DDR3,1600,2,4,8
Patriot Viper 3 16 GB,,"3,1600","4,4",,Black / Green,11.25,9.0,DDR3,1600,4,4,16
Corsair Vengeance LP 32 GB,,"3,1600","4,8",,Black / Blue,11.25,9.0,DDR3,1600,4,8,32
Corsair Vengeance 16 GB,,"3,1600","2,8",,Black / Gold,11.25,9.0,DDR3,1600,2,8,16
Kingston HyperX Beast 8 GB,,"3,2133","2,4",,Black,10.314,11.0,DDR3,2133,2,4,8
Crucial Ballistix Tactical 16 GB,,"3,1600","4,4",,Black / Yellow,10.0,8.0,DDR3,1600,4,4,16
Kingston HyperX Beast 8 GB,,"3,1600","2,4",,Black,11.25,9.0,DDR3,1600,2,4,8
Kingston HyperX 32 GB,,"3,1600","4,8",,Green / Silver,11.25,9.0,DDR3,1600,4,8,32
Corsair Vengeance LP 32 GB,,"3,1866","4,8",,Black / Yellow,10.718,10.0,DDR3,1866,4,8,32
Corsair Vengeance LP 16 GB,,"3,1866","2,8",,Black / Yellow,10.718,10.0,DDR3,1866,2,8,16
G.Skill Trident X 16 GB,,"3,1866","2,8",,Black / Red,8.574,8.0,DDR3,1866,2,8,16
G.Skill Sniper 16 GB,,"3,2133","2,8",,Black / Red,9.376,10.0,DDR3,2133,2,8,16
G.Skill Ripjaws X 8 GB,,"3,2133","2,4",,Black / Blue,9.376,10.0,DDR3,2133,2,4,8
Mushkin Stealth 32 GB,,"3,1600","4,8",,Black / Gold,11.25,9.0,DDR3,1600,4,8,32
Corsair Vengeance Pro 16 GB,,"3,2400","2,8",,Black / Red,8.333,10.0,DDR3,2400,2,8,16
Corsair Vengeance Pro 8 GB,,"3,1600","2,4",,Black / Red,11.25,9.0,DDR3,1600,2,4,8
G.Skill Trident X 32 GB,,"3,2666","4,8",,Black / Red,9.002,12.0,DDR3,2666,4,8,32
Corsair Vengeance Pro 16 GB,,"3,1600","2,8",,Black / Gold,11.25,9.0,DDR3,1600,2,8,16
AMD AG316G2130U2K 16 GB,,"3,2133","2,8",,Black / Red,9.376,10.0,DDR3,2133,2,8,16
Kingston KVR13N9S8HK2/8 8 GB,54.16,"3,1333","2,4",6.77,Green,13.503,9.0,DDR3,1333,2,4,8
Crucial Ballistix Tactical 16 GB,,"3,1866","2,8",,Black / Yellow,9.646,9.0,DDR3,1866,2,8,16
TEAMGROUP Elite 2 GB,,"3,1333","1,2",,Unknown,13.503,9.0,DDR3,1333,1,2,2
TEAMGROUP Vulcan 16 GB,,"3,1600","2,8",,Unknown,11.25,9.0,DDR3,1600,2,8,16
Avexir MPower 16 GB,,"3,1600","2,8",,Black / Yellow,12.5,10.0,DDR3,1600,2,8,16
Avexir MSI Z77 MPOWER Optimized (Yellow LED) 32GB 32 GB,,"3,1600","4,8",,Black / Yellow,12.5,10.0,DDR3,1600,4,8,32
Corsair Vengeance Performance 8 GB,,"3,1866","2,4",,Black / Gold,10.718,10.0,DDR3,1866,2,4,8
Patriot Viper Xtreme 8 GB,,"3,1600","1,8",,Black / Silver,13.75,11.0,DDR3,1600,1,8,8
Corsair Vengeance Performance 8 GB,,"3,2133","2,4",,Black / Gold,8.439,9.0,DDR3,2133,2,4,8
G.Skill Ripjaws Z 16 GB,,"3,2933","4,4",,Unknown,8.183,12.0,DDR3,2933,4,4,16
Patriot Viper 3 8 GB,,"3,1600","1,8",,Black / Silver,12.5,10.0,DDR3,1600,1,8,8
Corsair Vengeance Pro 16 GB,,"3,2666","2,8",,Black / Red,9.002,12.0,DDR3,2666,2,8,16
G.Skill FA-10666CL9D-8GBSQ 8 GB,,"3,1333","2,4",,Black / Green,13.503,9.0,DDR3,1333,2,4,8
Patriot Viper 3 16 GB,,"3,2400","2,8",,Black / Silver,9.167,11.0,DDR3,2400,2,8,16
AMD Radeon R9 Gamer 8 GB,,"3,2133","2,4",,Black / Silver,9.376,10.0,DDR3,2133,2,4,8
Mushkin Essentials 32 GB,,"3,1866","4,8",,Black / Green,13.934,13.0,DDR3,1866,4,8,32
Patriot Signature 2 GB,,"3,1600","1,2",,Black / Green,13.75,11.0,DDR3,1600,1,2,2
Patriot Viper 3 Low Profile Blue 16 GB,,"3,1600","2,8",,Black / Blue,12.5,10.0,DDR3,1600,2,8,16
Patriot Viper 3 Low Profile Black 32 GB,,"3,1600","4,8",,Black / Silver,11.25,9.0,DDR3,1600,4,8,32
Patriot Viper 3 Red 8 GB,,"3,1600","2,4",,Black / Red,12.5,10.0,DDR3,1600,2,4,8
Patriot Viper 3 Low Profile Blue 8 GB,,"3,2133","2,4",,Black / Blue,10.314,11.0,DDR3,2133,2,4,8
Samsung M393B1K70DH0-YH908 8 GB,,"3,1333","1,8",,Black / Green,13.503,9.0,DDR3,1333,1,8,8
Corsair Dominator Platinum 16 GB,,"3,1600","4,4",,Black / Silver,11.25,9.0,DDR3,1600,4,4,16
Kingston HyperX Fury 8 GB,,"3,1333","1,8",,Blue / Silver,13.503,9.0,DDR3,1333,1,8,8
Kingston HyperX Fury 8 GB,,"3,1333","1,8",,Black / Silver,13.503,9.0,DDR3,1333,1,8,8
Kingston HyperX Fury 8 GB,,"3,1333","2,4",,Blue / Silver,13.503,9.0,DDR3,1333,2,4,8
Kingston HyperX Fury 16 GB,,"3,1333","2,8",,Red / Silver,13.503,9.0,DDR3,1333,2,8,16
AMD Radeon R5 Entertainment 8 GB,,"3,1600","2,4",,Black / Red,13.75,11.0,DDR3,1600,2,4,8
AMD Radeon R5 Entertainment 8 GB,,"3,1600","1,8",,Black / Red,13.75,11.0,DDR3,1600,1,8,8
Crucial CT51264BA1339J 4 GB,24.37,"3,1333","1,4",6.0925,Black / Green,13.503,9.0,DDR3,1333,1,4,4
PNY MD32768K4D3-1866-X9 32 GB,,"3,1866","4,8",,Black / Silver,9.646,9.0,DDR3,1866,4,8,32
Corsair Dominator Platinum 16 GB,,"4,2800","4,4",,Black / Silver,10.714,15.0,DDR4,2800,4,4,16
ADATA XPG Z1 16 GB,,"4,2800","4,4",,Red / Black,12.143,17.0,DDR4,2800,4,4,16
ADATA XPG Z1 32 GB,,"4,2800","4,8",,Red / Black,12.143,17.0,DDR4,2800,4,8,32
Crucial Ballistix Sport 4 GB,,"4,2400","1,4",,Gray / Silver,13.333,16.0,DDR4,2400,1,4,4
G.Skill Ripjaws 4 32 GB,,"4,3000","4,8",,Black,10.0,15.0,DDR4,3000,4,8,32
Kingston HyperX Savage 32 GB,,"3,1600","4,8",,Black / Red,11.25,9.0,DDR3,1600,4,8,32
Kingston HyperX Savage 32 GB,,"3,2400","4,8",,Black / Red,9.167,11.0,DDR3,2400,4,8,32
TEAMGROUP Dark 8 GB,,"3,1600","1,8",,Black / Green,11.25,9.0,DDR3,1600,1,8,8
Crucial CT2K32G3ELSDQ4186D 64 GB,,"3,1866","2,32",,Blue / Silver,11.79,11.0,DDR3,1866,2,32,64
Crucial CT2K32G3ELSLQ4160B 64 GB,,"3,1600","2,32",,Blue / Silver,13.75,11.0,DDR3,1600,2,32,64
TEAMGROUP Elite 8 GB,,"4,2400","1,8",,Black / Green,12.5,15.0,DDR4,2400,1,8,8
Corsair Vengeance LPX 32 GB,,"4,2800","4,8",,Black,10.714,15.0,DDR4,2800,4,8,32
Patriot PX416G280C6QK 16 GB,,"4,2800","4,4",,Black / Silver,10.714,15.0,DDR4,2800,4,4,16
Silicon Power SP004GBLTU133N02 4 GB,,"3,1333","1,4",,Black / Green,13.503,9.0,DDR3,1333,1,4,4
G.Skill Ripjaws 4 8 GB,37.75,"4,2400","2,4",4.71875,Red,12.5,15.0,DDR4,2400,2,4,8
Crucial Ballistix Elite 16 GB,,"4,2666","4,4",,Black,12.003,16.0,DDR4,2666,4,4,16
Patriot Viper 4 16 GB,,"4,3000","4,4",,Black / Red,10.667,16.0,DDR4,3000,4,4,16
Crucial Ballistix Sport LT 8 GB,,"4,2400","2,4",,Silver,13.333,16.0,DDR4,2400,2,4,8
Crucial Ballistix Sport LT 4 GB,,"4,2400","1,4",,Silver,13.333,16.0,DDR4,2400,1,4,4
Crucial CT4K4G4RFS8213 16 GB,,"4,2133","4,4",,Green,14.065,15.0,DDR4,2133,4,4,16
Crucial CT2K8G4RFS4213 16 GB,,"4,2133","2,8",,Green,14.065,15.0,DDR4,2133,2,8,16
Crucial CT8G3ERSLD4160B 8 GB,16.98,"3,1600","1,8",2.1225,Green,13.75,11.0,DDR3,1600,1,8,8
Kingston KVR13R9D4K2/32 32 GB,,"3,1333","2,16",,Green,13.503,9.0,DDR3,1333,2,16,32
Kingston KVR16E11/8 8 GB,31.34,"3,1600","1,8",3.9175,Green,13.75,11.0,DDR3,1600,1,8,8
Mushkin Essentials 16 GB,,"3,1600","2,8",,Black / Green,13.75,11.0,DDR3,1600,2,8,16
Avexir Core 16 GB,,"3,1600","2,8",,Black / Red,13.75,11.0,DDR3,1600,2,8,16
Corsair Dominator Platinum 16 GB,,"4,2133","4,4",,Black / Silver,14.065,15.0,DDR4,2133,4,4,16
Corsair Vengeance LPX 16 GB,,"4,3300","4,4",,Black / Yellow,9.697,16.0,DDR4,3300,4,4,16
Corsair Vengeance LPX 32 GB,,"4,3000","4,8",,Red,10.0,15.0,DDR4,3000,4,8,32
Corsair Vengeance LPX 128 GB,,"4,2400","8,16",,Black / Yellow,12.5,15.0,DDR4,2400,8,16,128
Crucial Ballistix Sport 8 GB,,"3,1866","2,4",,Blue / Silver,10.718,10.0,DDR3,1866,2,4,8
G.Skill Ripjaws 4 32 GB,,"4,3000","4,8",,Blue,10.0,15.0,DDR4,3000,4,8,32
Corsair Vengeance LPX 16 GB,,"4,3400","4,4",,Black / Yellow,9.412,16.0,DDR4,3400,4,4,16
G.Skill Ripjaws 4 8 GB,,"4,3200","2,4",,Blue,10.0,16.0,DDR4,3200,2,4,8
Mushkin Essentials 8 GB,27.62,"4,2133","1,8",3.4525,Black / Green,14.065,15.0,DDR4,2133,1,8,8
PNY Anarchy 16 GB,,"3,1866","2,8",,Black / Blue,10.718,10.0,DDR3,1866,2,8,16
PNY Anarchy 16 GB,,"4,2133","2,8",,Black / Red,14.065,15.0,DDR4,2133,2,8,16
PNY Anarchy 16 GB,,"4,2400","2,8",,Black / Red,12.5,15.0,DDR4,2400,2,8,16
PNY Anarchy X 16 GB,,"4,2666","4,4",,Black / Blue,11.253,15.0,DDR4,2666,4,4,16
Corsair Vengeance LPX 8 GB,,"4,2400","2,4",,Red,11.667,14.0,DDR4,2400,2,4,8
Corsair Vengeance LPX 8 GB,,"4,3000","2,4",,Red,10.0,15.0,DDR4,3000,2,4,8
Avexir Blitz1.1 8 GB,,"3,2000","2,4",,Red / Silver,9.0,9.0,DDR3,2000,2,4,8
G.Skill Ripjaws V 8 GB,,"4,2800","2,4",,Black / Red,10.714,15.0,DDR4,2800,2,4,8
G.Skill Ripjaws V 8 GB,,"4,3200","2,4",,Black,10.0,16.0,DDR4,3200,2,4,8
Kingston HyperX Fury 4 GB,,"4,2666","1,4",,Black / White,11.253,15.0,DDR4,2666,1,4,4
Patriot Signature Line 8 GB,,"4,2400","1,8",,Black / Green,14.167,17.0,DDR4,2400,1,8,8
Kingston HyperX Fury 16 GB,,"3,1600","2,8",,Black,12.5,10.0,DDR3,1600,2,8,16
Kingston HyperX Fury 8 GB,,"3,1866","1,8",,Black,11.79,11.0,DDR3,1866,1,8,8
Kingston HyperX Fury 8 GB,,"3,1866","2,4",,Black,11.79,11.0,DDR3,1866,2,4,8
Crucial CT2K51264BD160BJ 8 GB,33.0,"3,1600","2,4",4.125,Black / Green,13.75,11.0,DDR3,1600,2,4,8
