name,price,socket,form_factor,max_memory,memory_slots,color,has_integrated_cpu,primary_socket,ram_type,price_is_predicted
ASRock Z170 OC Formula,395.21514916126625,LGA1151,ATX,64,4,Black / Gold,False,LGA1151,DDR4,True
ASRock B150 Gaming K4,216.9828395114109,LGA1151,ATX,64,4,Black / Red,False,LGA1151,DDR4,True
Asus H170-PLUS D3,185.78175243005447,LGA1151,ATX,64,4,Black / Gold,False,LGA1151,DDR4,True
Gigabyte GA-Z170X-UD5 TH,425.15198551156755,LGA1151,ATX,64,4,Black / Gold,False,LGA1151,DDR4,True
Asus H110M-K D3,154.76993546184337,LGA1151,Micro ATX,32,2,Black / Gold,False,LGA1151,DDR4,True
Asus B150-PRO D3,216.9828395114109,LGA1151,ATX,64,4,Black / Gold,False,LGA1151,DDR4,True
EVGA Z170 Classified K,395.21514916126625,LGA1151,ATX,64,4,Black / Red,False,LGA1151,DDR4,True
ASRock E3C232D4U-V1L,,LGA1151,Micro ATX,64,4,Green / Blue,False,LGA1151,DDR4,False
MSI B150I GAMING PRO,187.29647844715961,LGA1151,Mini ITX,32,2,Black / Silver,False,LGA1151,DDR4,True
ASRock E3V5 Performance Gaming/OC,,LGA1151,ATX,64,4,Black / Red,False,LGA1151,DDR4,False
Asus E3-PRO V5,,LGA1151,ATX,64,4,Black / White,False,LGA1151,DDR4,False
ASRock H110M-DVS/D3,154.76993546184337,LGA1151,Micro ATX,32,2,Black / Orange,False,LGA1151,DDR4,True
ASRock Z170M OC Formula,386.77431993912546,LGA1151,Micro ATX,32,2,Black / Yellow,False,LGA1151,DDR4,True
Asus B150-PLUS,216.9828395114109,LGA1151,ATX,64,4,Black / Gold,False,LGA1151,DDR4,True
ASRock J3710-ITX,98.1321249265184,Integrated Pentium J3710,Mini ITX,16,2,Black / White,True,Integrated Pentium J3710,,True
Asus H170I-PRO,222.7650832135789,LGA1151,Mini ITX,32,2,Black / Gold,False,LGA1151,DDR4,True
Asus A88XM-A/USB 3.1,,FM2+,Micro ATX,64,4,Black / Gold,False,FM2+,DDR3,False
EVGA X99 FTW K,590.110038316853,LGA2011-3,EATX,128,8,Black,False,LGA2011-3,DDR4,True
Supermicro X10SDV-7TP4F,,Integrated Xeon D-1537,Flex ATX,64,4,Green,True,Integrated Xeon D-1537,,False
ASRock B150M Pro4V,216.9828395114109,LGA1151,Micro ATX,64,4,Black / Orange,False,LGA1151,DDR4,True
Biostar Z270GT6,,LGA1151,ATX,64,4,Black / White,False,LGA1151,DDR4,False
Biostar Z270GT4,,LGA1151,Micro ATX,64,4,Black / White,False,LGA1151,DDR4,False
Gigabyte GA-H270-HD3P,267.3138710391722,LGA1151,ATX,64,4,Black / Gold,False,LGA1151,DDR4,True
Biostar TB85,,LGA1150,ATX,16,2,Black / Yellow,False,LGA1150,DDR4,False
Biostar X370GT7,,AM4,ATX,64,4,Black / White,False,AM4,DDR4,False
Biostar X370GT5,,AM4,ATX,64,4,Black / White,False,AM4,DDR4,False
Gigabyte GA-B250M-Gaming 5,216.9828395114109,LGA1151,Micro ATX,64,4,Black / Red,False,LGA1151,DDR4,True
ASRock Fatal1ty X299 Gaming K6,618.2165971007885,LGA2066,ATX,128,8,Black / Silver,False,LGA2066,DDR4,True
ASRock X299 Killer SLI/ac,618.2165971007885,LGA2066,ATX,128,8,Black / Silver,False,LGA2066,DDR4,True
MSI A320M PRO-VHL,205.4744741832139,AM4,Micro ATX,32,2,Brown / Black,False,AM4,DDR4,True
MSI X299 GAMING PRO CARBON,584.2498908538684,LGA2066,ATX,128,8,Black / Silver,False,LGA2066,DDR4,True
Asus ROG MAXIMUS X APEX,,LGA1151,EATX,32,2,Black / Silver,False,LGA1151,DDR4,False
MSI X370 GAMING M7 ACK,446.071811403207,AM4,ATX,64,4,Black / Silver,False,AM4,DDR4,True
ASRock Fatal1ty X299 Professional Gaming i9 XE,618.2165971007885,LGA2066,ATX,128,8,Black / Gray,False,LGA2066,DDR4,True
Supermicro X11SSZ-F,,LGA1151,Micro ATX,64,4,Green,False,LGA1151,DDR4,False
Biostar Z370GT6,,LGA1151,ATX,64,4,Yellow / Black,False,LGA1151,DDR4,False
Biostar B360GT5S,,LGA1151,ATX,64,4,Black,False,LGA1151,DDR4,False
ASRock Z390 Phantom Gaming 9,304.1602493123913,LGA1151,ATX,128,4,Black / Silver,False,LGA1151,DDR4,True
EVGA B360 Micro Gaming,196.12668737741873,LGA1151,Micro ATX,32,2,Black / Yellow,False,LGA1151,DDR4,True
Supermicro X11SCZ-F,,LGA1151,Micro ATX,64,4,Green / Silver,False,LGA1151,DDR4,False
ASRock X570 Extreme4 WiFi ax,486.1822367641556,AM4,ATX,128,4,Black / Silver,False,AM4,DDR4,True
Biostar X470NH,,AM4,Mini ITX,32,2,Black / Silver,False,AM4,DDR4,False
Supermicro C9Z490-PG,,LGA1200,ATX,128,4,Black,False,LGA1200,DDR4,False
Supermicro C9X299-RPGF,,LGA2066,ATX,256,8,Black,False,LGA2066,DDR4,False
Biostar B450GT,,AM4,Micro ATX,128,4,Black,False,AM4,DDR4,False
Asus PRIME H570M-PLUS/CSM,152.60346594236148,LGA1200,Micro ATX,128,4,Black / Silver,False,LGA1200,DDR4,True
ASRock Z590 OC Formula,402.8161809680894,LGA1200,EATX,64,2,Green / Black,False,LGA1200,DDR4,True
Asus PRO H410M-C2/CSM,122.03935540342692,LGA1200,Micro ATX,64,2,Green,False,LGA1200,DDR4,True
Gigabyte B660M GAMING X,192.42238286372378,LGA1700,Micro ATX,192,4,Black,False,LGA1700,DDR5,True
Gigabyte H610M HD3P (rev. 1.0),130.4496284802125,LGA1700,Micro ATX,64,2,Brown / Black,False,LGA1700,DDR5,True
Gigabyte H610M S2 DDR4 (rev. 1.2),130.4496284802125,LGA1700,Micro ATX,64,2,Black,False,LGA1700,DDR4,True
Gigabyte Z690 UD AX DDR4 V2,355.1899326687469,LGA1700,ATX,128,4,Black,False,LGA1700,DDR4,True
MSI A520M PRO-VDH,105.62774323139666,AM4,Micro ATX,128,4,Brown / Black,False,AM4,DDR4,True
Gigabyte B760 AORUS ELITE DDR4,255.3993349104899,LGA1700,ATX,128,4,Black / Silver,False,LGA1700,DDR4,True
Biostar B760MZ-E PRO,,LGA1700,Micro ATX,192,4,Brown / Black,False,LGA1700,DDR5,False
Biostar H510MX/E 2.0,,LGA1200,Micro ATX,64,2,Black,False,LGA1200,DDR4,False
Biostar B560MH-E 2.0,,LGA1200,Micro ATX,64,2,Brown / Black,False,LGA1200,DDR4,False
Gigabyte B560M DS3H PLUS,207.3117137323357,LGA1200,Micro ATX,128,4,Black,False,LGA1200,DDR4,True
Gigabyte B760M POWER,162.08828776653243,LGA1700,Micro ATX,96,2,Gray / Black,False,LGA1700,DDR5,True
Gigabyte H610M S2,130.4496284802125,LGA1700,Micro ATX,64,2,Brown / Silver,False,LGA1700,DDR5,True
Gigabyte H510M S2 V2,130.08040845928295,LGA1200,Micro ATX,64,2,Brown / Gray,False,LGA1200,DDR4,True
Gigabyte B760M AORUS ELITE AX (rev. 1.2),225.88035619541762,LGA1700,Micro ATX,192,1,Black / Silver,False,LGA1700,DDR5,True
Asus PRIME H610M-R-CSM,130.4496284802125,LGA1700,Micro ATX,96,2,Black,False,LGA1700,DDR5,True
Biostar H610MHD D5,,LGA1700,Micro ATX,96,2,Black,False,LGA1700,DDR5,False
Asus PRIME H610M-K D4 ARGB-CSM,130.4496284802125,LGA1700,Micro ATX,64,2,Black / Silver,False,LGA1700,DDR5,True
ASRock B760M Pro-A D4,183.50804380952263,LGA1700,Micro ATX,128,4,White / Black,False,LGA1700,DDR5,True
Asus PRIME Z790-V AX-CSM,273.74238558959206,LGA1700,ATX,192,4,Silver / Black,False,LGA1700,DDR5,True
Gigabyte B360 M AORUS PRO (rev.1.0),340.87908387122644,LGA1151,Micro ATX,64,4,Black / Orange,False,LGA1151,DDR4,True
Asus PRIME B760M-F D4-CSM,162.08828776653243,LGA1700,Micro ATX,64,2,Black,False,LGA1700,DDR5,True
Biostar H610MHP-E,,LGA1700,Micro ATX,64,2,Black,False,LGA1700,DDR5,False
MSI MAG B550M VECTOR WIFI,116.67952728863528,AM4,Micro ATX,64,2,Black,False,AM4,DDR4,True
Asus PRIME X870-P-CSM,276.0347344022407,AM5,ATX,192,4,Black / Silver,False,AM5,DDR5,True
MSI PRO Z890-P,292.37998182153535,LGA1851,ATX,256,4,Silver / Black,False,LGA1851,DDR5,True
Asus H810M AYW GAMING WIFI,131.00540099819133,LGA1851,Micro ATX,128,2,Silver / Black,False,LGA1851,DDR5,True
Gigabyte B860M K,158.45448867468838,LGA1851,Micro ATX,128,2,Silver / Black,False,LGA1851,DDR5,True
Biostar Z890AX-E PRO,,LGA1851,ATX,256,4,Black,False,LGA1851,DDR5,False
MSI Z890 GAMING WIFI,292.37998182153535,LGA1851,ATX,256,4,Black,False,LGA1851,DDR5,True
Biostar B650M X3D PRO+,189.38458794492954,AM5,Micro ATX,192,4,Black / Silver,False,AM5,DDR5,True
Gigabyte H610M D3H WIFI DDR4,130.4496284802125,LGA1700,Micro ATX,64,2,Black,False,LGA1700,DDR4,True
Asus EX-B650EM-V7 PLUS,,AM5,Micro ATX,128,2,Black / Red,False,AM5,DDR5,False
Asus EX-B650EM-V7 PLUS-CSM,,AM5,Micro ATX,128,2,Black / Red,False,AM5,DDR5,False
MSI PRO B860-VC WIFI,181.54294947743682,LGA1851,ATX,256,4,Black,False,LGA1851,DDR5,True
Asus B760M MAX GAMING WIFI,183.50804380952263,LGA1700,Micro ATX,192,4,Black / Silver,False,LGA1700,DDR5,True
Asus PRIME B650EM-A,,AM5,Micro ATX,256,4,Black / Silver,False,AM5,DDR5,False
Gigabyte B760M AORUS ELITE DDR4 GEN5,240.2995726893714,LGA1700,Micro ATX,128,4,Unknown,False,LGA1700,DDR4,True
Asus PRIME B760M-F WIFI,162.08828776653243,LGA1700,Micro ATX,96,2,Black,False,LGA1700,DDR5,True
Gigabyte B760M GAMING AC DDR4 GEN5,162.08828776653243,LGA1700,Micro ATX,64,2,Black / Red,False,LGA1700,DDR4,True
MSI H510M PLUS II,130.08040845928295,LGA1200,Micro ATX,64,2,Black,False,LGA1200,DDR4,True
Gigabyte B860M EAGLE WIFI6 V2,158.45448867468838,LGA1851,Micro ATX,128,2,Silver / Black,False,LGA1851,DDR5,True
MSI H97 Guard-Pro,139.95117880124369,LGA1150,ATX,32,4,Black / Blue,False,LGA1150,DDR4,True
Supermicro X10SLM-F-O,,LGA1150,Micro ATX,32,4,Black / Green,False,LGA1150,DDR4,False
MSI Z68A-G45 (B3),344.7099250892436,LGA1155,ATX,32,4,Black / Blue,False,LGA1155,DDR3,True
Biostar Z790A-SILVER,273.74238558959206,LGA1700,ATX,192,4,Black / Silver,False,LGA1700,DDR5,True
MAXSUN iCraft Z890 PACIFIC,292.37998182153535,LGA1851,ATX,256,4,Black,False,LGA1851,DDR5,True
Gigabyte GA-H55M-S2H,111.28838753857386,LGA1156,Micro ATX,8,2,Blue / White,False,LGA1156,DDR3,True
Intel DP55SB,,LGA1156,Micro ATX,16,4,Black / Blue,False,LGA1156,DDR3,False
Asus Maximus III Gene,,LGA1156,Micro ATX,16,4,Black / Red,False,LGA1156,DDR3,False
Asus M4A785T-M/CSM,199.99,AM3,Micro ATX,16,4,Black / Blue,False,AM3,DDR3,False
ASRock 880GMH/USB3,88.59,AM3,Micro ATX,16,4,Black / Blue,False,AM3,DDR3,False
Gigabyte GA-880GM-USB3,,AM3,Micro ATX,16,4,Blue / White,False,AM3,DDR3,False
Asus M4A88T-M,,AM3,Micro ATX,16,4,Black / Blue,False,AM3,DDR3,False
ASRock A790GMH/128M,,AM3/AM2+/AM2,Micro ATX,16,4,Unknown,False,AM3,DDR3,False
Asus M4A88TD-V EVO/USB3,,AM3,ATX,16,4,Black / Blue,False,AM3,DDR3,False
Gigabyte GA-880GMA-UD2H,,AM3,Micro ATX,16,4,Blue / White,False,AM3,DDR3,False
EVGA 132-GT-E768-KR,102.65131687937534,LGA1366,ATX,24,6,Black / Gray,False,LGA1366,DDR3,True
Gigabyte GA-X58A-UD7,222.55467906852584,LGA1366,ATX,24,6,Blue / White,False,LGA1366,DDR3,True
Zotac G31MAT-B-E,,LGA775,Micro ATX,4,2,Black / Red,False,LGA775,DDR2,False
Intel DG41RQ,,LGA775,Micro ATX,8,2,Green / Blue,False,LGA775,DDR2,False
Intel DG41TY,,LGA775,Micro ATX,8,2,Green / Blue,False,LGA775,DDR2,False
Asus P5G41-M LE/CSM,,LGA775,Micro ATX,8,2,Black / Blue,False,LGA775,DDR2,False
Intel DG41AN,,LGA775,Mini ITX,4,2,Green / Blue,False,LGA775,DDR2,False
Asus P5QPL-AM,,LGA775,Micro ATX,8,2,Black / Yellow,False,LGA775,DDR2,False
Gigabyte GA-G41M-ES2H,64.99924081400295,LGA775,Micro ATX,8,2,Multicolor,False,LGA775,DDR2,True
Asus M2N68-AM PLUS,249.99,AM3/AM2+/AM2,Micro ATX,8,2,Multicolor,False,AM3,DDR3,False
Asus M4N68T-M,,AM3,Micro ATX,8,2,Black / Blue,False,AM3,DDR3,False
EVGA 131-GT-E767-TR,102.65131687937534,LGA1366,ATX,24,6,Black / Gray,False,LGA1366,DDR3,True
Zotac NF610I-K-E,,LGA775,Mini ITX,4,2,Black / Red,False,LGA775,DDR2,False
ASRock P55 Pro/USB3,111.28372475898429,LGA1156,ATX,16,4,Black / Blue,False,LGA1156,DDR3,True
ASRock 890GM Pro3,,AM3,Micro ATX,16,4,Black / Blue,False,AM3,DDR3,False
Asus M4A78LT-M LE,,AM3,Micro ATX,8,2,Black / Blue,False,AM3,DDR3,False
ASRock G41M-LE,64.99924081400295,LGA775,Micro ATX,8,2,Blue / White,False,LGA775,DDR2,True
Zotac GF9300-G-E,,LGA775,Mini ITX,8,2,Unknown,False,LGA775,DDR2,False
Gigabyte GA-D525TUD,,Integrated Atom D525,Mini ITX,4,2,Blue,True,Integrated Atom D525,,False
MSI Big Bang XPOWER,,LGA1366,ATX,24,6,Black / Blue,False,LGA1366,DDR3,False
MSI 790FX-GD70,,AM3,ATX,16,4,Black / Blue,False,AM3,DDR3,False
Asus M4A88TD-M/USB3,299.99,AM3,Micro ATX,16,4,Unknown,False,AM3,DDR3,False
Asus M4A78LT-M,,AM3,Micro ATX,16,4,Black / Blue,False,AM3,DDR3,False
MSI H55-G43,86.65262191200452,LGA1156,ATX,16,4,Black / Blue,False,LGA1156,DDR3,True
Asus P5G41C-M LX,,LGA775,Micro ATX,8,2,Unknown,False,LGA775,DDR2,False
Asus M4A77T/USB3,,AM3,ATX,16,4,Unknown,False,AM3,DDR3,False
MSI K9N6PGM2-V2,,AM3/AM2+/AM2,Micro ATX,8,2,Unknown,False,AM3,DDR3,False
MSI 785GM-E51,85.38580214637838,AM3,Micro ATX,16,4,Black / Blue,False,AM3,DDR3,True
Biostar A780L3L,,AM3,Micro ATX,8,2,Black / Red,False,AM3,DDR3,False
Asus P6T6 WS Revolution,,LGA1366,ATX,24,6,Black / Blue,False,LGA1366,DDR3,False
Zotac NF610I-E-E,,LGA775,Micro ATX,4,2,Unknown,False,LGA775,DDR2,False
Asus P7H55-M LE,,LGA1156,Micro ATX,8,2,Black / Blue,False,LGA1156,DDR3,False
Gigabyte GA-X58A-UD9,222.55467906852584,LGA1366,XL ATX,24,6,Unknown,False,LGA1366,DDR3,True
Foxconn H55MXV,,LGA1156,Micro ATX,8,2,Blue / White,False,LGA1156,DDR3,False
Asus M4A88T-I Deluxe,,AM3,Mini ITX,8,2,Black / Blue,False,AM3,DDR3,False
ASRock P67 Extreme4,187.4691284892472,LGA1155,ATX,32,4,Unknown,False,LGA1155,DDR3,True
MSI H55M-E21,111.28838753857386,LGA1156,Micro ATX,8,2,Black / Blue,False,LGA1156,DDR3,True
ASRock P67 Pro3,139.95117880124369,LGA1155,ATX,32,4,Unknown,False,LGA1155,DDR3,True
ASRock H67M-GE,142.243250140778,LGA1155,Micro ATX,32,4,Unknown,False,LGA1155,DDR3,True
Foxconn A78AX 3.0,,AM3,ATX,16,4,Black / Yellow,False,AM3,DDR3,False
Biostar G41DVI,,LGA775,Micro ATX,8,2,Multicolor,False,LGA775,DDR2,False
Gigabyte GA-M68MT-S2P,,AM3,Micro ATX,8,2,Blue / White,False,AM3,DDR3,False
Jetway JNC81-LF,,AM2+/AM2,Mini ITX,4,2,Unknown,False,AM2+,DDR2,False
Asus M4A87T,,AM3,ATX,16,4,Unknown,False,AM3,DDR3,False
Gigabyte GA-H67A-UD3H-B3,142.243250140778,LGA1155,ATX,32,4,Blue / White,False,LGA1155,DDR3,True
Intel DP35DPM,,LGA775,ATX,8,4,Black / Blue,False,LGA775,DDR2,False
Asus P8H67-M PRO/CSM (REV 3.0),,LGA1155,Micro ATX,32,4,Unknown,False,LGA1155,DDR3,False
Gigabyte GA-H61M-D2P-B3,76.11414862375501,LGA1155,Micro ATX,16,2,Blue / White,False,LGA1155,DDR3,True
Asus P6X58-E WS,,LGA1366,ATX,24,6,Unknown,False,LGA1366,DDR3,False
Gigabyte GA-870A-USB3,,AM3,ATX,16,4,Blue / White,False,AM3,DDR3,False
MSI P67A-GD80 (B3),139.95117880124369,LGA1155,ATX,32,4,Black / Blue,False,LGA1155,DDR3,True
Zotac G41ITX-B-E,,LGA775,Mini ITX,4,2,Black / Yellow,False,LGA775,DDR2,False
Asus P8H61-I (REV 3.0),,LGA1155,Mini ITX,16,2,Unknown,False,LGA1155,DDR3,False
Gigabyte GA-G41MT-USB3,,LGA775,Micro ATX,8,2,Blue / White,False,LGA775,DDR2,False
Gigabyte GA-880GMA-USB3,,AM3+,Micro ATX,32,4,Blue / White,False,AM3+,DDR3,False
Intel D410PT,,Integrated Atom D410,Mini ITX,4,2,Green / Black,True,Integrated Atom D410,,False
Gigabyte GA-Z68A-D3-B3,344.7099250892436,LGA1155,ATX,32,4,Blue / White,False,LGA1155,DDR3,True
Gigabyte GA-Z68MX-UD2H-B3,,LGA1155,Micro ATX,32,4,Blue / White,False,LGA1155,DDR3,False
Gigabyte GA-Z68X-UD3P-B3,354.66445992340675,LGA1155,ATX,32,4,Black,False,LGA1155,DDR3,True
Gigabyte GA-Z68X-UD4-B3,354.66445992340675,LGA1155,ATX,32,4,Black,False,LGA1155,DDR3,True
ASRock Z68 Pro3-M,344.7099250892436,LGA1155,Micro ATX,32,4,Black / Blue,False,LGA1155,DDR3,True
Jetway JNMF91-G41,64.99924081400295,LGA775,Micro ATX,4,2,Unknown,False,LGA775,DDR2,True
Asus E35M1-I,128.70841766398885,Integrated E-Series E-350,Mini ITX,8,2,Black / Blue,True,Integrated E-Series E-350,,True
ASRock Fatal1ty P67 Performance,139.95117880124369,LGA1155,ATX,32,4,Black / Red,False,LGA1155,DDR3,True
Gigabyte GA-990FXA-UD5,,AM3+,ATX,32,4,Black / Silver,False,AM3+,DDR3,False
ASRock H61DE/S3,,LGA1155,ATX,16,4,Black / Blue,False,LGA1155,DDR3,False
Biostar TA75A+,,FM1,ATX,32,4,Black / Red,False,FM1,DDR3,False
Jetway JTI41M,,LGA775,Micro ATX,8,2,Unknown,False,LGA775,DDR2,False
ASRock A75M-HVS,97.4408420352215,FM1,Micro ATX,16,2,Black / Blue,False,FM1,DDR3,True
MSI PH61A-P35 (B3),98.1321249265184,LGA1155,ATX,16,2,Black / Blue,False,LGA1155,DDR3,True
MSI 970A-G45,142.17690163464854,AM3+,ATX,32,4,Black / Blue,False,AM3+,DDR3,True
Jetway JM26GT4-LF,,AM2,Micro ATX,4,2,Unknown,False,AM2,DDR2,False
Zotac Z68ITX-B-E,,LGA1155,Mini ITX,16,2,Black / Silver,False,LGA1155,DDR3,False
Asus P8H61-M LX (REV 3.0),,LGA1155,Micro ATX,16,2,Unknown,False,LGA1155,DDR3,False
Asus P8Z68-M Pro,,LGA1155,Micro ATX,32,4,Black / Blue,False,LGA1155,DDR3,False
MSI A55M-P35,97.4408420352215,FM1,Micro ATX,16,2,Black / Blue,False,FM1,DDR3,True
ASRock H61M-GS,76.11414862375501,LGA1155,Micro ATX,16,2,Black / Blue,False,LGA1155,DDR3,True
Asus Maximus IV Gene-Z/GEN3,,LGA1155,Micro ATX,32,4,Black / Red,False,LGA1155,DDR3,False
Intel DP45SG,,LGA775,ATX,8,4,Black / Blue,False,LGA775,DDR2,False
Foxconn H61AP,,LGA1155,ATX,16,2,Blue / White,False,LGA1155,DDR3,False
Biostar A55MLV,,FM1,Micro ATX,16,2,Black / Red,False,FM1,DDR3,False
Biostar TZ77MXE,,LGA1155,Micro ATX,32,4,Black / Red,False,LGA1155,DDR3,False
Asus P8Z77-V LE,,LGA1155,ATX,32,4,Black / Blue,False,LGA1155,DDR3,False
Intel DZ77BH55K,,LGA1155,ATX,32,4,Black / Blue,False,LGA1155,DDR3,False
ASRock Z77 Performance,277.7722293687419,LGA1155,ATX,32,4,Black / Red,False,LGA1155,DDR3,True
Biostar B75MU3+,,LGA1155,Micro ATX,32,4,Black / Red,False,LGA1155,DDR3,False
MSI H61M-P31 (G3),76.11414862375501,LGA1155,Micro ATX,16,2,Black / Blue,False,LGA1155,DDR3,True
Gigabyte G1.Sniper 3,,LGA1155,EATX,32,4,Black / Green,False,LGA1155,DDR3,False
MSI Z77A-GD80,277.7722293687419,LGA1155,ATX,32,4,Black / Blue,False,LGA1155,DDR3,True
Gigabyte GA-B75M-D3P,185.03779006514537,LGA1155,Micro ATX,32,4,Blue / White,False,LGA1155,DDR3,True
ECS A780LM-M2,,AM3,Micro ATX,8,2,Multicolor,False,AM3,DDR3,False
Asus P8Z77-V PRO/THUNDERBOLT,,LGA1155,ATX,32,4,Black / Blue,False,LGA1155,DDR3,False
Intel DX79SR,,LGA2011,ATX,64,8,Black / Blue,False,LGA2011,DDR3,False
Asus Maximus V Formula/ThunderFX,,LGA1155,EATX,32,4,Black / Red,False,LGA1155,DDR3,False
ASRock B75M-GL,101.29053929776488,LGA1155,Micro ATX,16,2,Brown / Black,False,LGA1155,DDR3,True
ASRock Z77 OC Formula,277.7722293687419,LGA1155,EATX,32,4,Black / Yellow,False,LGA1155,DDR3,True
Jetway JMIH67M-HU3,,LGA1155,Micro ATX,16,4,Unknown,False,LGA1155,DDR3,False
Intel DZ77RE75K,,LGA1155,ATX,32,4,Black / Blue,False,LGA1155,DDR3,False
ASRock FM2A55M-DGS,,FM2,Micro ATX,16,2,Brown / Black,False,FM2,DDR3,False
ASRock FM2A75 Pro4-M,,FM2,Micro ATX,32,4,Brown / Black,False,FM2,DDR3,False
Asus F2A55-M LE,,FM2,Micro ATX,32,2,Black / Blue,False,FM2,DDR3,False
ASRock FM2A85X Extreme6,,FM2,ATX,64,4,Black / Gold,False,FM2,DDR3,False
Zotac Z77ITX-A-E,,LGA1155,Mini ITX,16,2,Black / Yellow,False,LGA1155,DDR3,False
ASRock Z77 Extreme6/TB4,339.42768215648044,LGA1155,ATX,32,4,Black / Gold,False,LGA1155,DDR3,True
EVGA 111-IB-E692-KR,92.98381073714,LGA1155,Mini ITX,16,2,Black,False,LGA1155,DDR3,True
Gigabyte GA-Z77-HD4,277.7722293687419,LGA1155,ATX,32,4,Blue / White,False,LGA1155,DDR3,True
MSI FM2-A85XMA-E35,154.76993546184337,FM2,Micro ATX,32,2,Black / Blue,False,FM2,DDR3,True
Biostar A780L3C,,AM3,Micro ATX,16,2,Black / Red,False,AM3,DDR3,False
MSI Z77A-G45 Gaming,277.7722293687419,LGA1155,ATX,32,4,Black / Red,False,LGA1155,DDR3,True
Gigabyte GA-Z87MX-D3H,,LGA1150,Micro ATX,32,4,Black / Gray,False,LGA1150,DDR4,False
Gigabyte G1.SNIPER 5,,LGA1150,EATX,32,4,Black / Green,False,LGA1150,DDR4,False
ASRock H87M,98.1321249265184,LGA1150,Micro ATX,16,2,Brown / Black,False,LGA1150,DDR4,True
ASRock Z87 Extreme3,448.9825662744075,LGA1150,ATX,32,4,Brown / Black,False,LGA1150,DDR4,True
ASRock Z87 Extreme6,448.9825662744075,LGA1150,ATX,32,4,Brown / Black,False,LGA1150,DDR4,True
ASRock B85M,95.55572220292188,LGA1150,Micro ATX,16,2,Brown / Black,False,LGA1150,DDR4,True
MSI Z87 XPOWER,373.6419394475414,LGA1150,XL ATX,32,4,Black / Yellow,False,LGA1150,DDR4,True
Intel DZ87KLT75K,,LGA1150,ATX,32,4,Black / Blue,False,LGA1150,DDR4,False
ECS H87H3-M(1.0),139.95117880124369,LGA1150,Micro ATX,32,4,Black / Gray,False,LGA1150,DDR4,True
ASRock H61M-PS4 Micro ATX Intel Motherboard,76.11414862375501,LGA1155,Micro ATX,16,2,Green / Blue,False,LGA1155,DDR3,True
ECS A55F2-M4(1.0),143.65466035659813,FM2,Micro ATX,32,2,Black / Gray,False,FM2,DDR3,True
EVGA 111-IB-E692-KR Stinger,92.98381073714,LGA1155,Mini ITX,16,2,Unknown,False,LGA1155,DDR3,True
Asus P9D-X,,LGA1150,ATX,32,4,Black / Blue,False,LGA1150,DDR4,False
Asus Z87I-Deluxe,211.16810134130878,LGA1150,Mini ITX,16,2,Unknown,False,LGA1150,DDR4,True
EVGA Z87 Stinger,211.16810134130878,LGA1150,Mini ITX,16,2,Black / Red,False,LGA1150,DDR4,True
Gigabyte GA-Z87X-UD5 TH,373.6419394475414,LGA1150,ATX,32,4,Black / Red,False,LGA1150,DDR4,True
ASRock FM2A88M-HD+,,FM2+,Micro ATX,32,2,Unknown,False,FM2+,DDR3,False
ASRock FM2A75M Pro4+,,FM2+,Micro ATX,64,4,Brown / Black,False,FM2+,DDR3,False
MSI CSM-H81M-P32,98.1321249265184,LGA1150,Micro ATX,16,2,Black / Blue,False,LGA1150,DDR4,True
Asus A55BM-E,,FM2+,Micro ATX,32,2,Black / Gold,False,FM2+,DDR3,False
MSI A55M-E33,143.65466035659813,FM2+,Micro ATX,32,2,Black / Blue,False,FM2+,DDR3,True
MSI A78M-E45,161.93114590279603,FM2+,Micro ATX,64,4,Black / Blue,False,FM2+,DDR3,True
MSI Z87I GAMING AC,211.16810134130878,LGA1150,Mini ITX,16,2,Black / Red,False,LGA1150,DDR4,True
Asus Z87-A (NFC Express Edition),373.6419394475414,LGA1150,ATX,32,4,Black / Gold,False,LGA1150,DDR4,True
MSI CSM-Q87M-E43,190.32882711414683,LGA1150,Micro ATX,32,4,Black / Blue,False,LGA1150,DDR4,True
MSI CSM-B85M-E45,175.01062308522256,LGA1150,Micro ATX,32,4,Black / Blue,False,LGA1150,DDR4,True
Asus H81T/CSM,98.1321249265184,LGA1150,Thin Mini ITX,16,2,Black / Gold,False,LGA1150,DDR4,True
ASRock Fatal1ty H87 Performance,139.95117880124369,LGA1150,ATX,32,4,Black / Red,False,LGA1150,DDR4,True
Asus Z87I-Pro,211.16810134130878,LGA1150,Mini ITX,16,2,Black / Yellow,False,LGA1150,DDR4,True
Asus A55BM-K,,FM2+,Micro ATX,32,2,Black / Yellow,False,FM2+,DDR3,False
MSI H87I AC,98.1321249265184,LGA1150,Mini ITX,16,2,Black / Silver,False,LGA1150,DDR4,True
MSI A88XM GAMING,,FM2+,Micro ATX,32,4,Black / Red,False,FM2+,DDR3,False
MSI Z97 MPOWER MAX AC,328.70813929491675,LGA1150,ATX,32,4,Black / Yellow,False,LGA1150,DDR4,True
Gigabyte GA-Z97X-SOC FORCE,328.70813929491675,LGA1150,ATX,32,4,Black / Orange,False,LGA1150,DDR4,True
Biostar H81MHP2,,LGA1150,Micro ATX,16,2,Black / Red,False,LGA1150,DDR4,False
Asus Z97-DELUXE,328.70813929491675,LGA1150,ATX,32,4,Black / Gold,False,LGA1150,DDR4,True
