name,price,socket,form_factor,max_memory,memory_slots,color,has_integrated_cpu,primary_socket,ram_type,price_is_predicted
Asus PRIME B650-PLUS WIFI,159.99,AM5,ATX,192,4,Black / Silver,False,AM5,DDR5,False
MSI B650 GAMING PLUS WIFI,169.99,AM5,ATX,192,4,Black,False,AM5,DDR5,False
MSI MAG B650 TOMAHAWK WIFI,189.42,AM5,ATX,256,4,Black,False,AM5,DDR5,False
Gigabyte X870E AORUS ELITE WIFI7,325.31,AM5,ATX,256,4,Black,False,AM5,DDR5,False
Asus PRIME B550M-A WIFI II,99.99,AM4,Micro ATX,128,4,Blue / Silver,False,AM4,DDR4,False
Gigabyte B650 EAGLE AX,157.99,AM5,ATX,192,4,Gray / Black,False,AM5,DDR5,False
Asus TUF GAMING B850-PLUS WIFI,217.99,AM5,ATX,192,4,Black / Silver,False,AM5,DDR5,False
ASRock B650M Pro RS WiFi,139.99,AM5,Micro ATX,256,4,Black / Silver,False,AM5,DDR5,False
MSI MAG X870 TOMAHAWK WIFI,269.99,AM5,ATX,256,4,Black,False,AM5,DDR5,False
Gigabyte A520M K V2,68.47,AM4,Micro ATX,64,2,Brown / Black,False,AM4,DDR4,False
Asus B650E MAX GAMING WIFI W,149.99,AM5,ATX,256,4,White,False,AM5,DDR5,False
MSI PRO B650-S WIFI,135.99,AM5,ATX,192,4,Black,False,AM5,DDR5,False
Gigabyte B550M K,99.99,AM4,Micro ATX,128,4,Brown / Silver,False,AM4,DDR4,False
ASRock B850I Lightning WiFi,253.44,AM5,Mini ITX,128,2,Black,False,AM5,DDR5,False
MSI B760 GAMING PLUS WIFI,169.99,LGA1700,ATX,192,4,Black / Silver,False,LGA1700,DDR5,False
MSI PRO B550M-VC WIFI,99.99,AM4,Micro ATX,128,4,Black,False,AM4,DDR4,False
MSI PRO Z790-A MAX WIFI,220.0,LGA1700,ATX,192,4,Silver / Black,False,LGA1700,DDR5,False
Asus TUF GAMING B650-PLUS WIFI,159.99,AM5,ATX,128,4,Black,False,AM5,DDR5,False
Gigabyte X870 EAGLE WIFI7,229.99,AM5,ATX,256,4,Black,False,AM5,DDR5,False
Gigabyte X870 AORUS ELITE WIFI7 ICE,299.99,AM5,ATX,256,4,White,False,AM5,DDR5,False
MSI B550M PRO-VDH WIFI,109.99,AM4,Micro ATX,128,4,Black,False,AM4,DDR4,False
Asus ROG STRIX X870E-E GAMING WIFI,478.01,AM5,ATX,192,4,Black,False,AM5,DDR5,False
ASRock B850M-X WiFi R2.0,129.99,AM5,Micro ATX,128,2,Black / White,False,AM5,DDR5,False
Gigabyte B850 EAGLE WIFI6E,179.99,AM5,ATX,256,4,Gray / Black,False,AM5,DDR5,False
MSI MAG B850 TOMAHAWK MAX WIFI,219.99,AM5,ATX,256,4,Black / Green,False,AM5,DDR5,False
Gigabyte B760M GAMING PLUS WIFI DDR4,139.49,LGA1700,Micro ATX,128,4,Black / Silver,False,LGA1700,DDR4,False
Asus ROG STRIX B650-A GAMING WIFI,164.95,AM5,ATX,192,4,Black / Silver,False,AM5,DDR5,False
Gigabyte B650M GAMING PLUS WIFI,159.94,AM5,Micro ATX,192,4,Silver / Black,False,AM5,DDR5,False
MSI MAG B550 TOMAHAWK MAX WIFI,169.99,AM4,ATX,128,4,Silver / Black,False,AM4,DDR4,False
Gigabyte B850 AORUS ELITE WIFI7,232.67,AM5,ATX,256,4,Black,False,AM5,DDR5,False
Gigabyte B650 GAMING X AX V2,184.49,AM5,ATX,192,4,Gray / Black,False,AM5,DDR5,False
Asus ROG STRIX X870-A GAMING WIFI,318.99,AM5,ATX,192,4,White,False,AM5,DDR5,False
ASRock A620I LIGHTNING WIFI,159.99,AM5,Mini ITX,96,2,Black,False,AM5,DDR5,False
Asus TUF GAMING B550-PLUS WIFI II,148.99,AM4,ATX,128,4,Black / Gray,False,AM4,DDR4,False
Asus TUF GAMING B650-E WIFI,199.99,AM5,ATX,192,4,Black / Orange,False,AM5,DDR5,False
Gigabyte Z790 EAGLE AX,169.99,LGA1700,ATX,192,4,Gray / Black,False,LGA1700,DDR5,False
MSI B450M-A PRO MAX II,97.09,AM4,Micro ATX,64,2,Black,False,AM4,DDR4,False
MSI PRO B650M-P,149.99,AM5,Micro ATX,192,4,Black / Silver,False,AM5,DDR5,False
ASRock B450M/ac R2.0,74.99,AM4,Micro ATX,128,4,Black / Silver,False,AM4,DDR4,False
Asus TUF GAMING B850M-PLUS WIFI,219.99,AM5,Micro ATX,192,4,Black,False,AM5,DDR5,False
ASRock B450M-HDV R4.0,69.98,AM4,Micro ATX,64,2,Black / White,False,AM4,DDR4,False
Gigabyte B850 AORUS ELITE WIFI7 ICE,239.99,AM5,ATX,256,4,White / Silver,False,AM5,DDR5,False
MSI PRO B760M-P DDR4,99.99,LGA1700,Micro ATX,128,4,Black,False,LGA1700,DDR4,False
Asus ROG STRIX B550-F GAMING WIFI II,169.99,AM4,ATX,128,4,Black / Red,False,AM4,DDR4,False
Gigabyte B850M GAMING X WIFI6E,159.99,AM5,Micro ATX,256,4,Black,False,AM5,DDR5,False
Asus ROG CROSSHAIR X870E HERO,649.99,AM5,ATX,192,4,Black,False,AM5,DDR5,False
Gigabyte A520I AC,99.99,AM4,Mini ITX,64,2,Black,False,AM4,DDR4,False
Gigabyte B550M AORUS ELITE AX,149.99,AM4,Micro ATX,128,4,Black / Silver,False,AM4,DDR4,False
ASRock B850M Pro-A WiFi,140.98,AM5,Micro ATX,256,4,Black,False,AM5,DDR5,False
ASRock B650M PG Lightning Wifi,191.66,AM5,Micro ATX,256,4,Silver / Black,False,AM5,DDR5,False
MSI MPG B550 GAMING PLUS,104.99,AM4,ATX,128,4,Black,False,AM4,DDR4,False
MSI A520M-A PRO,67.62,AM4,Micro ATX,64,2,Black,False,AM4,DDR4,False
MSI PRO B650M-A WIFI,145.99,AM5,Micro ATX,192,4,Black,False,AM5,DDR5,False
Asus ROG STRIX B650E-F GAMING WIFI,254.25,AM5,ATX,192,4,Black,False,AM5,DDR5,False
Asus ROG STRIX B850-A GAMING WIFI,239.0,AM5,ATX,192,4,White,False,AM5,DDR5,False
ASRock B550M Pro4,99.99,AM4,Micro ATX,128,4,Silver / Black,False,AM4,DDR4,False
MSI MAG X670E TOMAHAWK WIFI,248.71,AM5,ATX,192,4,Black,False,AM5,DDR5,False
Asus TUF GAMING B650M-E WIFI,243.5887520686535,AM5,Micro ATX,192,4,Black,False,AM5,DDR5,True
Asus ROG STRIX B850-I GAMING WIFI,299.99,AM5,Mini ITX,96,2,Black,False,AM5,DDR5,False
Asus ROG STRIX B650E-I GAMING WIFI,219.95,AM5,Mini ITX,96,2,Black,False,AM5,DDR5,False
MSI MPG X870E CARBON WIFI,499.99,AM5,ATX,256,4,Black,False,AM5,DDR5,False
Gigabyte B850 GAMING WIFI6,179.99,AM5,ATX,256,4,Black / Gray,False,AM5,DDR5,False
MSI B850 GAMING PLUS WIFI,199.99,AM5,ATX,256,4,Silver / Black,False,AM5,DDR5,False
Asus TUF GAMING X870-PLUS WIFI,266.99,AM5,ATX,192,4,Black,False,AM5,DDR5,False
Gigabyte Z790 AORUS ELITE AX,184.99,LGA1700,ATX,192,4,Black,False,LGA1700,DDR5,False
MSI B550-A PRO,125.99,AM4,ATX,128,4,Black / Silver,False,AM4,DDR4,False
Asus ROG CROSSHAIR X870E EXTREME,999.99,AM5,EATX,256,4,Black / Silver,False,AM5,DDR5,False
ASRock B850M Pro RS WiFi,149.99,AM5,Micro ATX,256,4,Silver / Black,False,AM5,DDR5,False
Asus TUF GAMING Z790-PLUS WIFI,219.99,LGA1700,ATX,192,4,Black / Gray,False,LGA1700,DDR5,False
Gigabyte X870E AORUS PRO ICE,329.99,AM5,ATX,256,4,White,False,AM5,DDR5,False
Gigabyte B650 AORUS ELITE AX,185.99,AM5,ATX,192,4,Black / Silver,False,AM5,DDR5,False
Gigabyte A620I AX,138.0,AM5,Mini ITX,96,2,Black / Gray,False,AM5,DDR5,False
Gigabyte X870I AORUS PRO ICE,284.99,AM5,Mini ITX,128,2,White,False,AM5,DDR5,False
MSI B650M GAMING PLUS WIFI,219.51,AM5,Micro ATX,192,4,Silver / Black,False,AM5,DDR5,False
Asus ROG STRIX B850-F GAMING WIFI,269.18,AM5,ATX,192,4,Black,False,AM5,DDR5,False
ASRock X870 Pro RS,179.99,AM5,ATX,256,4,White,False,AM5,DDR5,False
MSI PRO A620M-E,154.9,AM5,Micro ATX,96,2,Black,False,AM5,DDR5,False
Asus TUF GAMING B650E-PLUS WIFI,189.99,AM5,ATX,256,4,Black / Silver,False,AM5,DDR5,False
Gigabyte B850 GAMING X WIFI6E,197.99,AM5,ATX,256,4,Gray / Black,False,AM5,DDR5,False
Gigabyte B550 GAMING X V2,129.99,AM4,ATX,128,4,Black,False,AM4,DDR4,False
ASRock B650M-HDV/M.2,138.63,AM5,Micro ATX,96,2,Silver / Black,False,AM5,DDR5,False
Asus Z790 GAMING WIFI7,179.99,LGA1700,ATX,192,4,Silver / Black,False,LGA1700,DDR5,False
MSI MAG X870E TOMAHAWK WIFI,309.99,AM5,ATX,256,4,Black / Green,False,AM5,DDR5,False
Gigabyte B550 EAGLE WIFI6,129.99,AM4,ATX,128,4,Black,False,AM4,DDR4,False
MSI PRO H610M-G DDR4,93.99,LGA1700,Micro ATX,64,2,Black / Silver,False,LGA1700,DDR4,False
MSI MEG X870E GODLIKE,999.99,AM5,EATX,256,4,Black,False,AM5,DDR5,False
ASRock X870 Pro RS WiFi,240.99,AM5,ATX,256,4,White,False,AM5,DDR5,False
Gigabyte B850M AORUS ELITE WIFI6E ICE,199.99,AM5,Micro ATX,256,4,White / Silver,False,AM5,DDR5,False
ASRock B760M-HDV/M.2,119.32,LGA1700,Micro ATX,96,2,White / Black,False,LGA1700,DDR5,False
Gigabyte TRX40 DESIGNARE,1449.0,sTRX4,XL ATX,256,8,Black / Silver,False,sTRX4,DDR4,False
ASRock A520M-HDV,62.99,AM4,Micro ATX,64,2,Black / Silver,False,AM4,DDR4,False
ASRock B550 Phantom Gaming 4/ac,99.99,AM4,ATX,128,4,Silver / Black,False,AM4,DDR4,False
Gigabyte X870 AORUS ELITE WIFI7,262.0,AM5,ATX,256,4,Black,False,AM5,DDR5,False
Asus ROG STRIX B760-I GAMING WIFI,209.95,LGA1700,Mini ITX,96,2,Black,False,LGA1700,DDR5,False
Gigabyte X870 GAMING WIFI6,189.99,AM5,ATX,256,4,Black / Gray,False,AM5,DDR5,False
ASRock A620M-HDV/M.2,129.14,AM5,Micro ATX,96,2,Gray / Black,False,AM5,DDR5,False
MSI MAG Z890 TOMAHAWK WIFI,239.99,LGA1851,ATX,256,4,Black / Yellow,False,LGA1851,DDR5,False
Asus ProArt X870E-CREATOR WIFI,517.99,AM5,ATX,256,4,Black / Gold,False,AM5,DDR5,False
ASRock B650 PG LIGHTNING,129.99,AM5,ATX,256,4,Black,False,AM5,DDR5,False
MSI MAG B550 TOMAHAWK,139.99,AM4,ATX,128,4,Black / Silver,False,AM4,DDR4,False
MSI MAG B760 TOMAHAWK WIFI,164.99,LGA1700,ATX,192,4,Black,False,LGA1700,DDR5,False
Gigabyte B550 UD AC,119.99,AM4,ATX,128,4,Brown / Black,False,AM4,DDR4,False
Gigabyte B650M D3HP AX,139.99,AM5,Micro ATX,192,4,Black / Gray,False,AM5,DDR5,False
Asus PRIME B650M-A AX II,168.99,AM5,Micro ATX,192,4,Black / Silver,False,AM5,DDR5,False
ASRock B650I Lightning Wifi,199.99,AM5,Mini ITX,96,2,Black,False,AM5,DDR5,False
ASRock X870E Taichi,468.95,AM5,EATX,256,4,Black,False,AM5,DDR5,False
MSI MPG X870E EDGE TI WIFI,289.99,AM5,ATX,256,4,Silver / White,False,AM5,DDR5,False
ASRock Phantom Gaming X870E Nova WiFi,299.99,AM5,ATX,256,4,Black / Purple,False,AM5,DDR5,False
MSI PRO X870E-P WIFI,244.94,AM5,ATX,256,4,Black / Silver,False,AM5,DDR5,False
MSI PRO B850-P WIFI,199.99,AM5,ATX,256,4,Silver / Black,False,AM5,DDR5,False
Gigabyte B760M DS3H AX,129.99,LGA1700,Micro ATX,192,4,Black,False,LGA1700,DDR5,False
ASRock B850 Riptide WiFi,199.99,AM5,ATX,256,4,Black,False,AM5,DDR5,False
MSI B840 GAMING PLUS WIFI,149.99,AM5,ATX,256,4,Silver / Black,False,AM5,DDR5,False
ASRock B650M Pro RS,220.07,AM5,Micro ATX,256,4,Black / Silver,False,AM5,DDR5,False
Asus TUF GAMING A520M-PLUS WIFI,110.46,AM4,Micro ATX,128,4,Black / Orange,False,AM4,DDR4,False
ASRock B760M PG Riptide Wifi,119.99,LGA1700,Micro ATX,192,4,Black,False,LGA1700,DDR5,False
ASRock B650 Steel Legend WiFi,280.35,AM5,ATX,256,4,White / Silver,False,AM5,DDR5,False
Gigabyte B650 AORUS ELITE AX ICE,199.74,AM5,ATX,192,4,Silver,False,AM5,DDR5,False
MSI X670E GAMING PLUS WIFI,189.99,AM5,ATX,192,4,Silver / Black,False,AM5,DDR5,False
Gigabyte B650 AORUS ELITE AX V2,199.99,AM5,ATX,192,4,Black / Silver,False,AM5,DDR5,False
Asus ROG STRIX X870-I GAMING WIFI,448.99,AM5,Mini ITX,128,2,Black,False,AM5,DDR5,False
Asus ROG STRIX Z790-A GAMING WIFI II,590.0,LGA1700,ATX,192,4,Black / Silver,False,LGA1700,DDR5,False
Asus ROG ZENITH II EXTREME ALPHA,,sTRX4,EATX,256,8,Black / Silver,False,sTRX4,DDR4,False
MSI PRO Z790-P WIFI,179.99,LGA1700,ATX,192,4,Black / Silver,False,LGA1700,DDR5,False
ASRock B760 Pro RS/D4,154.05,LGA1700,ATX,128,4,Silver / Black,False,LGA1700,DDR5,False
ASRock B850M Steel Legend WiFi,179.99,AM5,Micro ATX,256,4,Silver / Black,False,AM5,DDR5,False
Asus TUF GAMING B650M-PLUS WIFI,259.0,AM5,Micro ATX,192,4,Black,False,AM5,DDR5,False
MSI B760M GAMING PLUS WIFI,252.19,LGA1700,Micro ATX,192,4,Black / Silver,False,LGA1700,DDR5,False
Gigabyte B550M DS3H AC,99.99,AM4,Micro ATX,128,4,Black,False,AM4,DDR4,False
Gigabyte B650M GAMING WIFI6E,177.17,AM5,Micro ATX,128,2,Silver / Black,False,AM5,DDR5,False
MSI PRO B760-P WIFI DDR4,159.95,LGA1700,ATX,128,4,Black,False,LGA1700,DDR4,False
Gigabyte B650 EAGLE,212.19,AM5,ATX,192,4,Black / Gray,False,AM5,DDR5,False
MSI X870 GAMING PLUS WIFI,249.99,AM5,ATX,256,4,Black / White,False,AM5,DDR5,False
Asus TUF GAMING B760-PLUS WIFI,159.99,LGA1700,ATX,192,4,Black,False,LGA1700,DDR5,False
ASRock Z790 PRO RS WIFI,229.68,LGA1700,ATX,192,4,Silver / Black,False,LGA1700,DDR5,False
Gigabyte A520M S2H,72.98,AM4,Micro ATX,64,2,Black,False,AM4,DDR4,False
Asus TUF GAMING X570-PLUS (WI-FI),486.1822367641556,AM4,ATX,128,4,Black / Gold,False,AM4,DDR4,True
Asus Prime B450M-A II,140.0,AM4,Micro ATX,128,4,Unknown,False,AM4,DDR4,False
Gigabyte B850I AORUS PRO,259.99,AM5,Mini ITX,128,2,Unknown,False,AM5,DDR5,False
Gigabyte A520M DS3H V2,101.9,AM4,Micro ATX,128,4,Gray / Brown,False,AM4,DDR4,False
MSI B550 GAMING GEN3,124.58,AM4,ATX,128,4,Black,False,AM4,DDR4,False
MSI MAG B850M MORTAR WIFI,239.99,AM5,Micro ATX,256,4,Black / Green,False,AM5,DDR5,False
Gigabyte B550 AORUS ELITE AX V2,149.99,AM4,ATX,128,4,Black / Silver,False,AM4,DDR4,False
ASRock B850 Steel Legend WiFi,209.99,AM5,ATX,256,4,White / Black,False,AM5,DDR5,False
MSI MPG B650I EDGE WIFI,289.99,AM5,Mini ITX,128,2,Black / Silver,False,AM5,DDR5,False
MSI MAG Z790 TOMAHAWK WIFI,189.99,LGA1700,ATX,192,4,Black,False,LGA1700,DDR5,False
MSI B450 TOMAHAWK MAX,225.86751508438132,AM4,ATX,128,4,Black,False,AM4,DDR4,True
Gigabyte B550I AORUS PRO AX,189.99,AM4,Mini ITX,64,2,Black / Silver,False,AM4,DDR4,False
Asus ROG STRIX B860-I GAMING WIFI,219.99,LGA1851,Mini ITX,128,2,Black / Silver,False,LGA1851,DDR5,False
ASRock H370M-HDV,74.98,LGA1151,Micro ATX,64,2,Black / Silver,False,LGA1151,DDR4,False
Asus ROG STRIX B550-A GAMING,241.13,AM4,ATX,128,4,Black / White,False,AM4,DDR4,False
NZXT N7 B650E,260.88,AM5,ATX,128,4,White,False,AM5,DDR5,False
Gigabyte X870E AORUS PRO,349.99,AM5,ATX,256,4,Black,False,AM5,DDR5,False
MSI Z790 GAMING PLUS WIFI,169.99,LGA1700,ATX,192,4,Black,False,LGA1700,DDR5,False
MSI MPG B850I EDGE TI WIFI,249.99,AM5,Mini ITX,128,2,Silver,False,AM5,DDR5,False
ASRock B650 PRO RS,147.02,AM5,ATX,256,4,Black / Silver,False,AM5,DDR5,False
Gigabyte Z790 S WIFI DDR4 (rev. 1.0),292.47556383215135,LGA1700,ATX,128,4,Black,False,LGA1700,DDR4,True
Gigabyte B650E AORUS ELITE X AX ICE,209.0,AM5,ATX,192,4,Silver / White,False,AM5,DDR5,False
MSI PRO B840-P WIFI,159.99,AM5,ATX,256,4,Silver,False,AM5,DDR5,False
ASRock B550M-ITX/ac,99.99,AM4,Mini ITX,64,2,Silver / Black,False,AM4,DDR4,False
Gigabyte X870E AORUS MASTER,499.99,AM5,ATX,256,4,Black,False,AM5,DDR5,False
ASRock B850 Pro-A,139.99,AM5,ATX,256,4,Black / Silver,False,AM5,DDR5,False
ASRock B760M-H2/M.2,153.88,LGA1700,Micro ATX,96,2,Black / Silver,False,LGA1700,DDR5,False
Asus ROG STRIX B850-E GAMING WIFI,339.0,AM5,ATX,256,4,Black,False,AM5,DDR5,False
MSI MAG B650M MORTAR WIFI,198.99,AM5,Micro ATX,192,4,Black,False,AM5,DDR5,False
ASRock B650M Pro X3D WiFi,139.99,AM5,Micro ATX,256,4,Black / Silver,False,AM5,DDR5,False
MSI PRO X870-P WIFI,273.0,AM5,ATX,256,4,Black / Silver,False,AM5,DDR5,False
Asus PRIME B550-PLUS AC-HES,129.99,AM4,ATX,128,4,Silver / Black,False,AM4,DDR4,False
Asus PRIME X870-P WIFI,219.99,AM5,ATX,192,4,Black / Silver,False,AM5,DDR5,False
Gigabyte B650M AORUS ELITE AX,199.99,AM5,Micro ATX,192,4,Black,False,AM5,DDR5,False
ASRock B550 Phantom Gaming-ITX/ax,149.99,AM4,Mini ITX,64,2,Silver / Black,False,AM4,DDR4,False
Asus Z790-AYW WIFI W II,189.99,LGA1700,ATX,192,4,White,False,LGA1700,DDR5,False
ASRock B850M Riptide WiFi,169.99,AM5,Micro ATX,256,4,Black,False,AM5,DDR5,False
Gigabyte B760M DS3H DDR4,109.99,LGA1700,Micro ATX,128,4,Black,False,LGA1700,DDR4,False
Asus TUF GAMING B760M-PLUS WIFI II,263.77,LGA1700,Micro ATX,192,4,Black / Orange,False,LGA1700,DDR5,False
Gigabyte B650M AORUS ELITE AX ICE,199.99,AM5,Micro ATX,192,4,Silver,False,AM5,DDR5,False
Asus ROG CROSSHAIR X670E HERO,385.3964948346758,AM5,ATX,192,4,Black / Silver,False,AM5,DDR5,True
Asus PRIME H610I-PLUS D4-CSM,112.99,LGA1700,Mini ITX,64,2,Silver / Black,False,LGA1700,DDR5,False
Asus PRIME B760M-A AX,131.74,LGA1700,Micro ATX,128,4,Silver / Black,False,LGA1700,DDR5,False
Gigabyte B550M DS3H,137.64,AM4,Micro ATX,128,4,Black / Gold,False,AM4,DDR4,False
MSI PRO B650-P WIFI,169.99,AM5,ATX,192,4,Black,False,AM5,DDR5,False
ASRock B650M-H/M.2+,99.99,AM5,Micro ATX,96,2,Silver / Black,False,AM5,DDR5,False
ASRock X870 Steel Legend WiFi,259.99,AM5,ATX,256,4,White,False,AM5,DDR5,False
Asus ROG MAXIMUS Z790 DARK HERO,999.99,LGA1700,ATX,192,4,Black,False,LGA1700,DDR5,False
Gigabyte Z790 AORUS ELITE X WIFI7,239.99,LGA1700,ATX,192,4,Black,False,LGA1700,DDR5,False
ASRock H610M/ac,89.99,LGA1700,Micro ATX,64,2,Silver / Black,False,LGA1700,DDR5,False
Gigabyte B650I AORUS ULTRA,237.0,AM5,Mini ITX,96,2,Black / Silver,False,AM5,DDR5,False
Gigabyte A620M S2H,110.82,AM5,Micro ATX,96,2,Gray / Black,False,AM5,DDR5,False
Gigabyte Z890 EAGLE WIFI7,224.27,LGA1851,ATX,256,4,Silver / Black,False,LGA1851,DDR5,False
Asus ROG STRIX B450-F GAMING II,269.27,AM4,ATX,128,4,Black,False,AM4,DDR4,False
Asus ROG STRIX X870-F GAMING WIFI,419.99,AM5,ATX,192,4,Black,False,AM5,DDR5,False
Gigabyte B450M DS3H,153.26,AM4,Micro ATX,128,4,Black / Silver,False,AM4,DDR4,False
Asus PRIME B840-PLUS WIFI,149.99,AM5,ATX,192,4,Silver / Black,False,AM5,DDR5,False
ASRock B850 LiveMixer WiFi,189.99,AM5,ATX,256,4,Silver / Black,False,AM5,DDR5,False
Asus TUF GAMING B550M-PLUS WIFI II,199.99,AM4,Micro ATX,128,4,Black / Gray,False,AM4,DDR4,False
ASRock B450M PRO4 R2.0,99.99,AM4,Micro ATX,128,4,Gray / Black,False,AM4,DDR4,False
ASRock B660M Pro RS,107.99,LGA1700,Micro ATX,128,4,Gray / Black,False,LGA1700,DDR5,False
ASRock A620M Pro RS WiFi,148.93,AM5,Micro ATX,256,4,Silver / Black,False,AM5,DDR5,False
Asus ROG STRIX X670E-E GAMING WIFI,384.0,AM5,ATX,192,4,Black / Silver,False,AM5,DDR5,False
ASRock H510M-HDV/M.2 SE,94.31,LGA1200,Micro ATX,64,2,Black / Silver,False,LGA1200,DDR4,False
Asus ROG STRIX B550-F GAMING,219.99,AM4,ATX,128,4,Black,False,AM4,DDR4,False
ASRock B550M-HDV,89.99,AM4,Micro ATX,64,2,Black,False,AM4,DDR4,False
MSI PRO Z890-P WIFI,189.99,LGA1851,ATX,256,4,Black / Silver,False,LGA1851,DDR5,False
MSI PRO B650-A WIFI,169.99,AM5,ATX,256,4,Black / Silver,False,AM5,DDR5,False
ASRock B850M-X WiFi,124.99,AM5,Micro ATX,128,2,Black / White,False,AM5,DDR5,False
Gigabyte B550M AORUS ELITE,134.0,AM4,Micro ATX,128,4,Black / Orange,False,AM4,DDR4,False
ASRock Phantom Gaming X870 Riptide WiFi,249.99,AM5,ATX,256,4,Black / Purple,False,AM5,DDR5,False
Asus PRIME B650M-A WIFI II,237.07,AM5,Micro ATX,192,4,Black / Silver,False,AM5,DDR5,False
MSI MPG B850 EDGE TI WIFI,309.99,AM5,ATX,256,4,Silver / White,False,AM5,DDR5,False
MSI PRO B760M-A WIFI DDR4,154.99,LGA1700,Micro ATX,128,4,Black,False,LGA1700,DDR4,False
Gigabyte B550M GAMING X WIFI6,154.99,AM4,Micro ATX,128,4,Gray / Black,False,AM4,DDR4,False
MSI B650M PROJECT ZERO,229.99,AM5,Micro ATX,256,4,Silver / Black,False,AM5,DDR5,False
Gigabyte B650M GAMING WIFI,169.79423748976467,AM5,Micro ATX,96,2,Black / Silver,False,AM5,DDR5,True
ASRock H81 Pro BTC,44.98,LGA1150,ATX,16,2,Black / Silver,False,LGA1150,DDR4,False
Gigabyte B760 GAMING X AX,239.94,LGA1700,ATX,192,4,Black / Gray,False,LGA1700,DDR5,False
Asus ROG STRIX B450-F GAMING,129.99,AM4,ATX,128,4,Black,False,AM4,DDR4,False
MSI PRO-H610M-E-DDR4,130.4496284802125,LGA1700,Micro ATX,64,2,Black,False,LGA1700,DDR4,True
Asus B760M-AYW WIFI D4 II,99.99,LGA1700,Micro ATX,64,2,Black / Silver,False,LGA1700,DDR5,False
ASRock X870E Taichi Lite,299.99,AM5,EATX,256,4,Black / Silver,False,AM5,DDR5,False
MSI MPG Z790 CARBON MAX WIFI II,469.99,LGA1700,ATX,256,4,Black,False,LGA1700,DDR5,False
Asus PRIME B760-PLUS,190.6833139429258,LGA1700,ATX,192,4,Black / Silver,False,LGA1700,DDR5,True
Asus PRIME A320M-K,205.4744741832139,AM4,Micro ATX,32,2,Black / White,False,AM4,DDR4,True
NZXT N9 X870E,459.99,AM5,ATX,192,4,Black,False,AM5,DDR5,False
Asus ROG CROSSHAIR X870E APEX,749.99,AM5,ATX,128,2,Black,False,AM5,DDR5,False
Asus ROG STRIX Z890-E GAMING WIFI,424.0,LGA1851,ATX,192,4,Black,False,LGA1851,DDR5,False
Asus TUF GAMING X670E-PLUS WIFI,235.99,AM5,ATX,192,4,Black / Orange,False,AM5,DDR5,False
Gigabyte B650I AX,223.75,AM5,Mini ITX,96,2,Black,False,AM5,DDR5,False
Asus ROG STRIX Z790-E GAMING WIFI,399.99,LGA1700,ATX,192,4,Black,False,LGA1700,DDR5,False
Gigabyte B650 GAMING X AX,166.63,AM5,ATX,192,4,Black / Gray,False,AM5,DDR5,False
ASRock B660M-HDV,107.51,LGA1700,Micro ATX,64,2,Gray / Black,False,LGA1700,DDR5,False
Gigabyte X670 AORUS ELITE AX,239.99,AM5,ATX,192,4,Black,False,AM5,DDR5,False
MSI PRO B850M-P WIFI,179.99,AM5,Micro ATX,256,4,Black / Silver,False,AM5,DDR5,False
Gigabyte B450M K,99.95,AM4,Micro ATX,64,2,Brown / Silver,False,AM4,DDR4,False
ASRock G41M-S,57.7,LGA775,Micro ATX,8,2,Blue / White,False,LGA775,DDR2,False
Gigabyte X870E AORUS ELITE WIFI7 ICE,329.99,AM5,ATX,256,4,White,False,AM5,DDR5,False
Gigabyte X870E AORUS XTREME AI TOP,799.99,AM5,EATX,256,4,Black,False,AM5,DDR5,False
MSI B650M GAMING WIFI,169.79423748976467,AM5,Micro ATX,96,2,Silver / Black,False,AM5,DDR5,True
ASRock B860I WiFi,159.99,LGA1851,Mini ITX,128,2,Black,False,LGA1851,DDR5,False
Asus TUF GAMING B650-PLUS,159.99,AM5,ATX,128,4,Black / Orange,False,AM5,DDR5,False
Gigabyte GA-B250M-DS3H,203.44,LGA1151,Micro ATX,64,4,Black / Gold,False,LGA1151,DDR4,False
Gigabyte B650M S2H,147.47,AM5,Micro ATX,96,2,Black / Gray,False,AM5,DDR5,False
MSI B550M PRO-VDH,153.09,AM4,Micro ATX,128,4,Black,False,AM4,DDR4,False
ASRock B450M Steel Legend,92.67,AM4,Micro ATX,64,4,Black / White,False,AM4,DDR4,False
MSI MAG Z790 TOMAHAWK MAX WIFI,248.43,LGA1700,ATX,192,4,Black / Yellow,False,LGA1700,DDR5,False
ASRock B850 Pro-A WiFi,177.99,AM5,ATX,256,4,Black / Silver,False,AM5,DDR5,False
NZXT N9 X870E,459.99,AM5,ATX,192,4,White,False,AM5,DDR5,False
ASRock B850M Pro RS,149.99,AM5,Micro ATX,256,4,Silver / Black,False,AM5,DDR5,False
Asus B650E MAX GAMING WIFI,169.99,AM5,ATX,192,4,Black / Silver,False,AM5,DDR5,False
MSI Z390-A PRO,236.99,LGA1151,ATX,128,4,Brown / Black,False,LGA1151,DDR4,False
Asus TUF GAMING B850-BTF WIFI W,279.99,AM5,ATX,256,4,White / Silver,False,AM5,DDR5,False
ASRock H610M-HDV/M.2+ D5,89.57,LGA1700,Micro ATX,96,2,White / Black,False,LGA1700,DDR5,False
ASRock B760M Pro RS WiFi White,183.50804380952263,LGA1700,Micro ATX,192,4,White,False,LGA1700,DDR5,True
