name,price,type,color,psu,side_panel,external_volume,internal_35_bays,form_factor_family,has_builtin_psu,estimated_max_gpu_length,is_estimated_gpu_clearance
Cooler Master MasterBox NR200P V2,104.99,Mini ITX Desktop,White,0.0,Mesh,20.1,1,Mini ITX,True,280,True
Lian Li LANCOOL 217,124.99,ATX Mid Tower,White / Brown,0.0,Tempered Glass,57.7,1,ATX,True,350,True
Antec C3 ARGB,97.19,ATX Mid Tower,Black,0.0,Tempered Glass,47.9,1,ATX,True,350,True
Thermaltake Versa H16 ARGB,49.99,MicroATX Mini Tower,White,0.0,Tempered Glass,33.0,2,MicroATX,True,300,True
Deepcool CC360 ARGB,,MicroATX Mini Tower,Black,0.0,Tinted Tempered Glass,38.7,2,MicroATX,True,300,True
NZXT H5 Flow RGB (2023),59.99,ATX Mid Tower,Black,0.0,Tempered Glass,47.0,1,ATX,True,350,True
Lian Li O11 Air Mini,,ATX Mid Tower,Black,0.0,Tempered Glass,44.2,4,ATX,True,350,True
Fractal Design Focus 2,77.98,ATX Mid Tower,Black,0.0,Tempered Glass,45.8,2,ATX,True,350,True
Asus A31,74.98,ATX Mid Tower,Black,0.0,Tempered Glass,52.9,2,ATX,True,350,True
Corsair iCUE 5000D RGB AIRFLOW,204.99,ATX Mid Tower,Black,0.0,Tempered Glass,66.2,2,ATX,True,350,True
Antec C8 Curve Wood,152.99,ATX Mid Tower,Black / Brown,0.0,Tempered Glass,66.9,1,ATX,True,350,True
Jonsbo NV10,,Mini ITX Desktop,Black / Brown,0.0,Mesh,4.5,0,Mini ITX,True,280,True
Jonsbo C6 MAX,79.99,MicroATX Desktop,Black,0.0,Tempered Glass,20.8,1,MicroATX,True,280,True
Zalman S3,49.99,ATX Mid Tower,Black,0.0,Acrylic,38.4,2,ATX,True,350,True
Phanteks XT View,99.98,ATX Mid Tower,Black,0.0,Tempered Glass,50.6,2,ATX,True,350,True
Cooler Master QUBE 500 Flatpack,79.98,ATX Mid Tower,Black,0.0,Tempered Glass,38.9,4,ATX,True,350,True
Lian Li Vector V100,,ATX Mid Tower,Black,0.0,Tempered Glass,53.2,1,ATX,True,350,True
Thermaltake TR100,149.99,Mini ITX Desktop,Black,0.0,Mesh,20.6,0,Mini ITX,True,280,True
Montech SKY TWO,99.99,ATX Mid Tower,Black,0.0,Tempered Glass,45.3,2,ATX,True,350,True
BitFenix Nova Mesh SE,69.9,ATX Mid Tower,Black,0.0,Tempered Glass,36.1,2,ATX,True,350,True
Corsair iCUE LINK 3500X RGB,159.99,ATX Mid Tower,White,0.0,Tempered Glass,55.9,2,ATX,True,350,True
MSI MPG GUNGNIR 110R,109.97,ATX Mid Tower,Black,0.0,Tempered Glass,45.8,2,ATX,True,350,True
KOLINK Stronghold Prime,,ATX Mid Tower,Black,0.0,Tempered Glass,50.8,2,ATX,True,350,True
DIYPC DIY-CUBE01,58.98,MicroATX Mini Tower,White,0.0,Tempered Glass,40.0,0,MicroATX,True,300,True
Phanteks Enthoo Pro Tempered Glass,143.98,ATX Full Tower,Black,0.0,Tinted Tempered Glass,69.1,6,ATX,True,400,True
MSI MAG PANO M100R PZ,129.99,MicroATX Mid Tower,White,0.0,Tempered Glass,41.9,1,MicroATX,True,330,True
Cooler Master MasterBox NR200P,,Mini ITX Desktop,Black,0.0,Tempered Glass,20.3,2,Mini ITX,True,280,True
Jonsbo D31 MESH,87.99,MicroATX Mini Tower,Black,0.0,Tempered Glass,31.3,1,MicroATX,True,300,True
Montech XR Wood,67.9,ATX Mid Tower,White / Brown,0.0,Tempered Glass,49.8,2,ATX,True,350,True
Asus ProArt PA602,275.99,ATX Mid Tower,Black,0.0,Tempered Glass,81.4,4,ATX,True,350,True
GAMDIAS ATHENA M3,74.98,ATX Mid Tower,Black,0.0,Tempered Glass,45.1,2,ATX,True,350,True
Corsair Obsidian Series 1000D,,ATX Full Tower,Black,0.0,Tempered Glass,149.1,5,ATX,True,400,True
Asus A21,57.99,MicroATX Mini Tower,Black,0.0,Tempered Glass,44.0,2,MicroATX,True,300,True
Fractal Design North XL,194.99,ATX Full Tower,White,0.0,Mesh,61.4,2,ATX,True,400,True
Corsair 6500X,199.99,ATX Mid Tower,White,0.0,Tempered Glass,78.3,2,ATX,True,350,True
Jonsbo N5,254.99,ATX Full Tower,Black / Brown,0.0,Mesh,50.1,12,ATX,True,400,True
Phanteks EVOLV X2,219.98,ATX Mid Tower,White,0.0,Tempered Glass,60.9,2,ATX,True,350,True
NZXT H5 Flow (2022),,ATX Mid Tower,Black,0.0,Tempered Glass,47.0,1,ATX,True,350,True
Corsair 2500X,144.38,MicroATX Mini Tower,White,0.0,Tempered Glass,54.8,2,MicroATX,True,300,True
Aerocool Prism V2 RGB,59.99,ATX Mid Tower,Black,0.0,Tempered Glass,41.7,2,ATX,True,350,True
SSUPD Meshroom D,99.99,Mini ITX Desktop,Black,0.0,Mesh,15.0,3,Mini ITX,True,280,True
Okinos Aqua 3,67.98,MicroATX Mini Tower,White,0.0,Tempered Glass,28.8,2,MicroATX,True,300,True
SAMA ARGB-Q5,63.99,MicroATX Mini Tower,White,0.0,Tempered Glass,31.5,2,MicroATX,True,300,True
Antec NX410,54.99,ATX Mid Tower,White,0.0,Tempered Glass,39.7,2,ATX,True,350,True
Antec C8,119.99,ATX Full Tower,White / Silver,0.0,Tempered Glass,66.9,2,ATX,True,400,True
Fractal Design Pop Mini Silent,84.99,MicroATX Mid Tower,Black,0.0,Unknown,36.5,2,MicroATX,True,330,True
Lian Li Q58 (PCIe 4.0),94.99,Mini ITX Desktop,White,0.0,Tempered Glass,14.5,0,Mini ITX,True,280,True
Thermaltake Core V21,,MicroATX Mini Tower,Black,0.0,Acrylic,45.6,3,MicroATX,True,300,True
HYTE Y70,219.99,ATX Mid Tower,White / Black,0.0,Tempered Glass,70.7,2,ATX,True,350,True
Corsair iCUE 4000D RGB AIRFLOW,89.99,ATX Mid Tower,White,0.0,Tempered Glass,48.6,2,ATX,True,350,True
MSI MAG PANO M100R PZ,127.76,MicroATX Mid Tower,Black,0.0,Tempered Glass,41.9,1,MicroATX,True,330,True
Fractal Design Era 2,212.98,Mini ITX Tower,Black / Brown,0.0,Mesh,19.0,0,Mini ITX,True,320,True
ZZEW A1 Plus,109.99,Mini ITX Tower,Silver,0.0,Mesh,5.8,0,Mini ITX,True,320,True
Fractal Design Meshify 3 Ambience Pro RGB,239.99,ATX Mid Tower,Black,0.0,Tinted Tempered Glass,50.3,2,ATX,True,350,True
Jonsbo C6,60.0,MicroATX Mini Tower,Black,0.0,Mesh,15.9,1,MicroATX,True,300,True
Deepcool MACUBE 110,,MicroATX Mini Tower,Black,0.0,Tempered Glass,38.8,2,MicroATX,True,300,True
Jonsbo N3,154.99,Mini ITX Desktop,Black,0.0,Unknown,18.2,0,Mini ITX,True,280,True
be quiet! Light Base 900 FX,249.9,ATX Full Tower,Black,0.0,Tempered Glass,84.2,1,ATX,True,400,True
Thermaltake View 380 XL TG ARGB,99.99,ATX Mid Tower,Black,0.0,Tempered Glass,63.6,1,ATX,True,350,True
Cooler Master HAF 700 EVO,449.99,ATX Full Tower,Gray / Black,0.0,Tempered Glass,74.8,12,ATX,True,400,True
darkFlash DB330M,59.49,MicroATX Mini Tower,Black,0.0,Tempered Glass,29.0,1,MicroATX,True,300,True
Corsair 2000D AIRFLOW,139.99,Mini ITX Tower,Black,0.0,Mesh,24.8,0,Mini ITX,True,320,True
Corsair 2500D Airflow,101.93,MicroATX Mini Tower,Black,0.0,Tempered Glass,54.8,2,MicroATX,True,300,True
Corsair 2000D AIRFLOW,119.99,Mini ITX Tower,White,0.0,Mesh,24.8,0,Mini ITX,True,320,True
be quiet! Silent Base 802,189.9,ATX Mid Tower,Black,0.0,Unknown,83.8,3,ATX,True,350,True
Fractal Design Mood,162.97,Mini ITX Tower,Black,0.0,Mesh,20.4,1,Mini ITX,True,320,True
KOLINK Observatory MX Glass ARGB,,ATX Mid Tower,Black / White,0.0,Tempered Glass,30.8,2,ATX,True,350,True
HYTE Y40,129.99,ATX Mid Tower,White,0.0,Tempered Glass,49.7,1,ATX,True,350,True
Antec C8,199.8,ATX Full Tower,White,0.0,Tempered Glass,66.9,2,ATX,True,400,True
Fractal Design Meshify 3,154.99,ATX Mid Tower,Black,0.0,Unknown,50.3,2,ATX,True,350,True
DARKROCK Classico Storage Master,89.99,ATX Mid Tower,Black,0.0,Mesh,45.8,10,ATX,True,350,True
Corsair iCUE 220T RGB Airflow,84.98,ATX Mid Tower,Black,0.0,Tempered Glass,37.3,2,ATX,True,350,True
HYTE Y40,129.99,ATX Mid Tower,White / Black,0.0,Tempered Glass,49.7,1,ATX,True,350,True
Zalman P30,79.99,MicroATX Mini Tower,White,0.0,Tempered Glass,45.7,2,MicroATX,True,300,True
Corsair 9000D RGB AIRFLOW,519.99,ATX Full Tower,White,0.0,Tempered Glass,149.6,5,ATX,True,400,True
Jonsbo N10,61.99,Mini ITX Tower,Black,0.0,Mesh,4.5,0,Mini ITX,True,320,True
ENDORFY Ventum 200 Air,64.0,ATX Mid Tower,Black,0.0,Tempered Glass,35.4,1,ATX,True,350,True
HAVN HS420 VGPU,299.99,ATX Mid Tower,White,0.0,Tempered Glass,76.8,5,ATX,True,350,True
NZXT H5 Flow (2022),,ATX Mid Tower,White,0.0,Tempered Glass,47.0,1,ATX,True,350,True
Jonsbo N2,136.99,Mini ITX Desktop,Black,0.0,Unknown,11.1,5,Mini ITX,True,280,True
CyberPowerPC MASTERBOX NR640,,ATX Mid Tower,Black,0.0,Tempered Glass,47.3,4,ATX,True,350,True
KOLINK KLA-003,,ATX Mid Tower,Black,0.0,Unknown,26.2,0,ATX,True,350,True
Antec AX61 ELITE,79.03,ATX Mid Tower,Black,0.0,Tempered Glass,36.4,2,ATX,True,350,True
Thermaltake TR100,149.99,Mini ITX Desktop,Green / Black,0.0,Mesh,20.6,0,Mini ITX,True,280,True
Fractal Design Core 1000 USB 3.0,49.99,MicroATX Mid Tower,Black,0.0,Unknown,25.8,2,MicroATX,True,330,True
HYTE Y60,179.99,ATX Mid Tower,White / Black,0.0,Tempered Glass,60.0,2,ATX,True,350,True
Phanteks XT M3,,MicroATX Mid Tower,Black,0.0,Tempered Glass,40.0,1,MicroATX,True,330,True
MSI MAG FORGE M100A,108.62,MicroATX Mid Tower,Black,0.0,Tempered Glass,32.8,2,MicroATX,True,330,True
HYTE Y70,219.99,ATX Mid Tower,Purple,0.0,Tempered Glass,70.7,2,ATX,True,350,True
DIYPC ARGB-N1,71.99,MicroATX Mid Tower,White,0.0,Tempered Glass,44.7,2,MicroATX,True,330,True
Phanteks XT M3,67.98,MicroATX Mid Tower,White,0.0,Tempered Glass,40.0,1,MicroATX,True,330,True
Fractal Design Focus 2 RGB,89.99,ATX Mid Tower,Black,0.0,Tempered Glass,45.8,2,ATX,True,350,True
SAMA 3509,64.99,ATX Mid Tower,Black,0.0,Tempered Glass,41.4,2,ATX,True,350,True
DIYPC DIY-CUBE01,,MicroATX Mini Tower,Black,0.0,Tempered Glass,40.0,0,MicroATX,True,300,True
Asus Prime AP201,84.99,MicroATX Mini Tower,White,0.0,Tempered Glass,33.0,3,MicroATX,True,300,True
be quiet! Light Base 900 DX,204.9,ATX Full Tower,Black,0.0,Tempered Glass,84.2,1,ATX,True,400,True
DIYPC ARGB Q10,72.99,ATX Mid Tower,Black,0.0,Tempered Glass,50.4,1,ATX,True,350,True
Asus TUF Gaming GT501,164.99,ATX Mid Tower,Black / Gray,0.0,Tempered Glass,75.5,4,ATX,True,350,True
Asus TUF Gaming GT302 ARGB,166.03,ATX Mid Tower,Black,0.0,Tempered Glass,59.3,2,ATX,True,350,True
NZXT H5 Elite,195.0,ATX Mid Tower,Black,0.0,Tempered Glass,47.0,1,ATX,True,350,True
Fractal Design Pop XL Air,119.99,ATX Full Tower,White,0.0,Tempered Glass,62.4,3,ATX,True,400,True
Silverstone ALTA D1,838.88,ATX Full Tower,Black,0.0,Mesh,78.8,4,ATX,True,400,True
Corsair 6500D Airflow,199.99,ATX Mid Tower,Black,0.0,Tempered Glass,78.3,2,ATX,True,350,True
Fractal Design Meshify 3 XL Ambience Pro RGB,274.99,ATX Full Tower,Black,0.0,Tinted Tempered Glass,72.6,2,ATX,True,400,True
Fractal Design Core 1100,49.99,MicroATX Mini Tower,Black,0.0,Unknown,25.7,2,MicroATX,True,300,True
Fractal Design Pop Air,99.99,ATX Mid Tower,White,0.0,Tempered Glass,46.2,2,ATX,True,350,True
Cooler Master Elite 301 Lite,55.99,MicroATX Mini Tower,White,0.0,Tempered Glass,34.1,1,MicroATX,True,300,True
Corsair iCUE 4000D RGB AIRFLOW,149.99,ATX Mid Tower,Black,0.0,Tempered Glass,48.6,2,ATX,True,350,True
KOLINK Observatory HF Mesh ARGB,,ATX Mid Tower,Black,0.0,Tempered Glass,35.0,4,ATX,True,350,True
NCASE M1,,Mini ITX Tower,Black,0.0,Unknown,13.9,2,Mini ITX,True,320,True
Deepcool CH260,,MicroATX Desktop,White,0.0,Tempered Glass,30.8,1,MicroATX,True,280,True
NZXT H7 Flow RGB (2024),149.99,ATX Mid Tower,White,0.0,Tempered Glass,62.1,2,ATX,True,350,True
DIYPC ARGB-R1,,ATX Mid Tower,White,0.0,Tempered Glass,45.8,0,ATX,True,350,True
Corsair iCUE LINK 6500X RGB,269.99,ATX Mid Tower,Black,0.0,Tempered Glass,78.3,2,ATX,True,350,True
SAMA IM01,,MicroATX Mini Tower,Black,0.0,Unknown,21.9,5,MicroATX,True,300,True
Fractal Design Torrent,204.99,ATX Mid Tower,Black,0.0,Unknown,69.8,2,ATX,True,350,True
ADATA XPG VALOR MESH,,ATX Mid Tower,Black,0.0,Tempered Glass,35.8,2,ATX,True,350,True
MSI MPG GUNGNIR 300R AIRFLOW,129.99,ATX Mid Tower,Black,0.0,Tempered Glass,60.5,2,ATX,True,350,True
Fractal Design Torrent RGB,236.99,ATX Mid Tower,Black,0.0,Tinted Tempered Glass,69.8,2,ATX,True,350,True
Corsair iCUE 5000X RGB,204.99,ATX Mid Tower,Black,0.0,Tempered Glass,66.2,2,ATX,True,350,True
Asus ProArt PA602 Wood Edition,279.99,ATX Mid Tower,Black / Brown,0.0,Tempered Glass,81.4,4,ATX,True,350,True
Silverstone FLP01,,HTPC,White,0.0,Unknown,27.1,1,,True,250,True
Fractal Design Define 7 Compact,124.99,ATX Mid Tower,Black,0.0,Unknown,42.5,2,ATX,True,350,True
Zalman S4,49.98,ATX Mid Tower,Black,0.0,Tinted Acrylic,45.8,2,ATX,True,350,True
Fractal Design Meshify 3 XL,184.99,ATX Full Tower,Black,0.0,Unknown,72.6,2,ATX,True,400,True
Lian Li Lancool II Mesh,295.0,ATX Mid Tower,Black,0.0,Tempered Glass,54.1,3,ATX,True,350,True
NZXT H510 Elite,,ATX Mid Tower,White / Black,0.0,Tempered Glass,41.3,2,ATX,True,350,True
Cooler Master NCORE 100 AIR,139.99,Mini ITX Tower,Black,0.0,Mesh,16.4,0,Mini ITX,True,320,True
Fractal Design Meshify 2 Compact TG Light Tint,147.98,ATX Mid Tower,Black,0.0,Tempered Glass,42.3,2,ATX,True,350,True
Fractal Design Mood,164.99,Mini ITX Tower,Gray,0.0,Mesh,20.4,1,Mini ITX,True,320,True
Raidmax INFINITA i802 AIR,59.99,ATX Mid Tower,Black,0.0,Tempered Glass,38.0,2,ATX,True,350,True
be quiet! Pure Base 600,99.9,ATX Mid Tower,Black,0.0,Unknown,50.9,3,ATX,True,350,True
Deepcool CG580,,ATX Mid Tower,Black,0.0,Tempered Glass,51.5,2,ATX,True,350,True
GAMDIAS ATLAS M1,84.99,ATX Mid Tower,Black,0.0,Tempered Glass,41.0,1,ATX,True,350,True
Lian Li O11D EVO RGB Automobili Lamborghini,299.99,ATX Mid Tower,Black / Gold,0.0,Tempered Glass,65.3,4,ATX,True,350,True
ENDORFY Ventum 200 ARGB,72.0,ATX Mid Tower,Black,0.0,Tempered Glass,35.4,1,ATX,True,350,True
Corsair 2500X Walnut,159.99,MicroATX Mini Tower,Black / Brown,0.0,Tempered Glass,54.8,2,MicroATX,True,300,True
GameMax F46,66.99,ATX Mid Tower,Black,0.0,Tempered Glass,40.6,2,ATX,True,350,True
MUSETEX NN8,79.98,ATX Mid Tower,Black,0.0,Tempered Glass,39.5,2,ATX,True,350,True
be quiet! Dark Base Pro 901,,ATX Full Tower,Black,0.0,Tempered Glass,94.5,2,ATX,True,400,True
Zalman CUBIX,37.99,MicroATX Mini Tower,White,0.0,Unknown,31.35,1,MicroATX,True,300,True
be quiet! Pure Base 500 FX,124.93,ATX Mid Tower,Black,0.0,Tempered Glass,48.3,2,ATX,True,350,True
Corsair FRAME 4000D,104.99,ATX Mid Tower,White,0.0,Tempered Glass,56.7,2,ATX,True,350,True
MSI MAG FORGE 100M,,ATX Mid Tower,Black,0.0,Tempered Glass,44.1,2,ATX,True,350,True
Jonsbo Jonsplus Z20,104.98,MicroATX Desktop,White,0.0,Tempered Glass,25.3,1,MicroATX,True,280,True
Jonsbo Jonsplus Z20,104.0,MicroATX Desktop,Orange / Black,0.0,Tempered Glass,25.3,1,MicroATX,True,280,True
Deepcool MATREXX 50 ADD-RGB 4F,,ATX Mid Tower,Black,0.0,Tempered Glass,44.5,2,ATX,True,350,True
Jonsbo D32 PRO,80.99,MicroATX Desktop,White,0.0,Tempered Glass,25.7,2,MicroATX,True,280,True
Thermaltake AX700,399.99,ATX Full Tower,Black,0.0,Mesh,141.4,18,ATX,True,400,True
Vetroo AL800,59.99,ATX Mid Tower,Pink,0.0,Tempered Glass,46.4,2,ATX,True,350,True
Thermaltake View 380 ARGB,114.99,ATX Mid Tower,White,0.0,Tinted Tempered Glass,51.6,1,ATX,True,350,True
Deepcool MATREXX 40,,MicroATX Mini Tower,Black,0.0,Tempered Glass,31.35,2,MicroATX,True,300,True
iBuypower Trace 7 Mesh Pro ARGB,114.99,ATX Mid Tower,Black,0.0,Tempered Glass,51.8,2,ATX,True,350,True
BitFenix TRITON,69.9,ATX Mid Tower,Black,0.0,Tempered Glass,45.1,2,ATX,True,350,True
Fractal Design Pop Silent,84.99,ATX Mid Tower,Black,0.0,Unknown,46.2,2,ATX,True,350,True
Antec CX200M RGB ELITE,,MicroATX Mini Tower,Black,0.0,Tempered Glass,28.8,2,MicroATX,True,300,True
Asus TUF Gaming GT301,92.99,ATX Mid Tower,Black,0.0,Tempered Glass,43.9,2,ATX,True,350,True
HYTE REVOLT 3,129.99,Mini ITX Tower,Black,0.0,Mesh,18.4,1,Mini ITX,True,320,True
Cooler Master MasterBox TD500 Mesh V2,109.99,ATX Mid Tower,White,0.0,Tempered Glass,52.4,2,ATX,True,350,True
Fractal Design Meshify C,99.99,ATX Mid Tower,Black,0.0,Unknown,40.6,2,ATX,True,350,True
Zalman i4,59.99,ATX Mid Tower,Black,0.0,Mesh,43.1,2,ATX,True,350,True
Jonsbo TK-0,,Mini ITX Desktop,White,0.0,Tempered Glass,16.4,1,Mini ITX,True,280,True
HAVN HS420,229.99,ATX Mid Tower,White,0.0,Tempered Glass,76.8,5,ATX,True,350,True
Deepcool CG530,,ATX Mid Tower,Black,0.0,Tinted Acrylic,50.0,2,ATX,True,350,True
Thermaltake The Tower 300,112.99,MicroATX Mini Tower,White,0.0,Tempered Glass,53.0,3,MicroATX,True,300,True
Montech X5,75.0,ATX Mid Tower,White,0.0,Tempered Glass,51.6,2,ATX,True,350,True
Jonsbo C6 Handle,64.0,MicroATX Mini Tower,Black,0.0,Mesh,15.9,1,MicroATX,True,300,True
Montech Heritage PRO,109.9,MicroATX Mid Tower,Black,0.0,Tempered Glass,41.5,1,MicroATX,True,330,True
Phanteks NV5 MKII,135.98,ATX Mid Tower,White,0.0,Tempered Glass,60.2,3,ATX,True,350,True
Thermaltake View 270 Plus TG ARGB,86.99,ATX Mid Tower,Green,0.0,Tempered Glass,47.6,2,ATX,True,350,True
Phanteks Eclipse P300A Mesh,,ATX Mid Tower,Black,0.0,Tempered Glass,36.4,2,ATX,True,350,True
Montech SKY TWO GX,117.1,ATX Mid Tower,Black,0.0,Tempered Glass,49.5,2,ATX,True,350,True
Thermaltake The Tower 250,149.95,Mini ITX Tower,Black,0.0,Tempered Glass,42.7,1,Mini ITX,True,320,True
SAMA ARGB-Q5,,MicroATX Mini Tower,Black,0.0,Tempered Glass,31.5,2,MicroATX,True,300,True
Zalman i3 NEO,,ATX Mid Tower,Black / Silver,0.0,Tempered Glass,44.7,2,ATX,True,350,True
NZXT H9 Flow RGB (2025),209.99,ATX Mid Tower,Black,0.0,Tinted Tempered Glass,76.7,2,ATX,True,350,True
Corsair 5000D AIRFLOW,174.99,ATX Mid Tower,White / Gray,0.0,Tempered Glass,66.2,2,ATX,True,350,True
Deepcool CH270 DIGITAL,,MicroATX Mini Tower,Black,0.0,Tempered Glass,32.4,1,MicroATX,True,300,True
Montech KING 65 PRO,,ATX Mid Tower,White,0.0,Tempered Glass,63.0,2,ATX,True,350,True
Deepcool CH170 DIGITAL,,Mini ITX Tower,Black,0.0,Mesh,19.0,1,Mini ITX,True,320,True
Lian Li LANCOOL III,,ATX Mid Tower,Black,0.0,Tempered Glass,65.5,4,ATX,True,350,True
Thermaltake The Tower 600,189.99,ATX Mid Tower,White,0.0,Tempered Glass,66.2,1,ATX,True,350,True
NZXT H5 Elite,69.99,ATX Mid Tower,White,0.0,Tempered Glass,47.0,1,ATX,True,350,True
be quiet! Light Base 600 DX,140.62,ATX Mid Tower,Black,0.0,Tempered Glass,59.7,1,ATX,True,350,True
Jonsbo T6,,Mini ITX Tower,Black / Brown,0.0,Unknown,13.7,0,Mini ITX,True,320,True
KOLINK Unity Lateral Performance,,ATX Mid Tower,Black,0.0,Tempered Glass,53.4,2,ATX,True,350,True
Corsair 4000D Airflow,,ATX Mid Tower,Black,750.0,Tempered Glass,48.6,2,ATX,True,350,True
Corsair 3000D AIRFLOW,99.99,ATX Mid Tower,White,0.0,Tempered Glass,49.5,2,ATX,True,350,True
Jonsbo Jonsplus Z20,104.0,MicroATX Desktop,Pink / White,0.0,Tempered Glass,25.3,1,MicroATX,True,280,True
Cooler Master MasterBox 600,294.6,ATX Mid Tower,Black,0.0,Tempered Glass,52.4,2,ATX,True,350,True
Phanteks XT View,98.99,ATX Mid Tower,White,0.0,Tempered Glass,50.6,2,ATX,True,350,True
Fractal Design Meshify 2,159.99,ATX Mid Tower,Black,0.0,Tinted Tempered Glass,61.7,6,ATX,True,350,True
Lian Li LANCOOL 205M MESH,89.99,MicroATX Mini Tower,White,0.0,Tempered Glass,33.8,2,MicroATX,True,300,True
Antec Performance 1 FT,122.99,ATX Full Tower,Black,0.0,Tempered Glass,62.7,2,ATX,True,400,True
darkFlash DB330M,69.98,MicroATX Mini Tower,White,0.0,Tempered Glass,29.0,1,MicroATX,True,300,True
Rosewill Helium NAS,79.98,ATX Mid Tower,Black,0.0,Mesh,45.8,10,ATX,True,350,True
Asus ProArt PA401 Wood Edition,139.99,ATX Mid Tower,Black,0.0,Tempered Glass,46.6,2,ATX,True,350,True
Zalman T6,52.08,ATX Mid Tower,Black,0.0,Unknown,32.4,2,ATX,True,350,True
MSI MEG MAESTRO 700L PZ,409.99,ATX Mid Tower,Black,0.0,Tempered Glass,66.8,0,ATX,True,350,True
Cougar MX330-X,55.99,ATX Mid Tower,Black,0.0,Unknown,39.4,2,ATX,True,350,True
DIYPC ARGB-G5,56.9,ATX Mid Tower,White,0.0,Tempered Glass,45.8,1,ATX,True,350,True
Rosewill FBM-X3,89.99,MicroATX Mid Tower,Black,650.0,Tempered Glass,37.0,2,MicroATX,True,330,True
Cooler Master HAF 500,99.99,ATX Mid Tower,Black,0.0,Tempered Glass,45.8,2,ATX,True,350,True
NZXT H510i,,ATX Mid Tower,White,0.0,Tempered Glass,41.3,2,ATX,True,350,True
Corsair 2000D RGB AIRFLOW,199.99,Mini ITX Tower,Black,0.0,Mesh,24.8,0,Mini ITX,True,320,True
be quiet! Pure Base 500,79.9,ATX Mid Tower,Black,0.0,Unknown,46.0,2,ATX,True,350,True
Corsair Carbide Series SPEC-DELTA RGB,,ATX Mid Tower,Black,0.0,Tempered Glass,41.6,2,ATX,True,350,True
Thermaltake Versa J25 RGB,,ATX Mid Tower,Black,0.0,Tempered Glass,45.8,3,ATX,True,350,True
Vetroo AL700,68.98,ATX Mid Tower,White,0.0,Tempered Glass,48.1,1,ATX,True,350,True
Corsair 2500D Airflow,103.67,MicroATX Mini Tower,White,0.0,Tempered Glass,54.8,2,MicroATX,True,300,True
Fractal Design Meshify 3 XL,184.99,ATX Full Tower,Black,0.0,Tinted Tempered Glass,72.6,2,ATX,True,400,True
Phanteks NV5,,ATX Mid Tower,Black,0.0,Tempered Glass,60.2,3,ATX,True,350,True
Antec CX600M ARGB,80.73,MicroATX Mini Tower,Black,0.0,Tempered Glass,46.8,1,MicroATX,True,300,True
Asus TUF Gaming GT502 Horizon,194.99,ATX Mid Tower,Black,0.0,Tempered Glass,57.2,4,ATX,True,350,True
DIYPC ARGB-G5,57.94,ATX Mid Tower,Black,0.0,Tempered Glass,45.8,1,ATX,True,350,True
NZXT H7 Flow (2022),129.99,ATX Mid Tower,Black,0.0,Tempered Glass,55.8,2,ATX,True,350,True
Lian Li PC-O11 Dynamic Razer,,ATX Full Tower,Black,0.0,Tempered Glass,54.0,3,ATX,True,400,True
MSI MPG VELOX 100R,139.99,ATX Mid Tower,Black,0.0,Tempered Glass,53.7,2,ATX,True,350,True
Thermaltake View 270 Plus TG ARGB,88.99,ATX Mid Tower,Blue,0.0,Tempered Glass,47.6,2,ATX,True,350,True
Lian Li O11 Air Mini,209.95,ATX Mid Tower,White,0.0,Tempered Glass,44.2,4,ATX,True,350,True
Aerocool CS-1103,,ATX Mid Tower,Black,0.0,Unknown,29.9,2,ATX,True,350,True
be quiet! Silent Base 802,205.31,ATX Mid Tower,Black,0.0,Tempered Glass,83.8,3,ATX,True,350,True
ENDORFY Arx 700 ARGB,124.5,ATX Mid Tower,Black,0.0,Tempered Glass,54.2,1,ATX,True,350,True
Fractal Design Define 7 XL Dark,254.99,ATX Full Tower,Black,0.0,Tinted Tempered Glass,82.0,6,ATX,True,400,True
NZXT H5 Flow RGB (2023),119.99,ATX Mid Tower,White,0.0,Tempered Glass,47.0,1,ATX,True,350,True
Corsair FRAME 4000D RS,94.99,ATX Mid Tower,White,0.0,Tempered Glass,56.7,2,ATX,True,350,True
be quiet! Pure Base 501 Airflow,109.9,ATX Mid Tower,Black,0.0,Tempered Glass,48.1,2,ATX,True,350,True
Phanteks Enthoo Pro Closed Panel,155.16,ATX Full Tower,Black,0.0,Unknown,69.1,6,ATX,True,400,True
Aerocool Cylon,,ATX Mid Tower,Black,0.0,Acrylic,37.5,2,ATX,True,350,True
Antec C8 ARGB,136.99,ATX Full Tower,Black,0.0,Tempered Glass,66.9,2,ATX,True,400,True
Thermaltake Core V1,59.99,Mini ITX Desktop,White,0.0,Acrylic,22.4,2,Mini ITX,True,280,True
HYTE Y70,219.99,ATX Mid Tower,Black / Red,0.0,Tempered Glass,70.7,2,ATX,True,350,True
BitFenix CETO300,79.0,ATX Mid Tower,Black,0.0,Tempered Glass,47.9,1,ATX,True,350,True
Lian Li LANCOOL 205 Mesh C,117.99,ATX Mid Tower,Pink,0.0,Tempered Glass,41.3,2,ATX,True,350,True
Antec NX410,,ATX Mid Tower,Black,0.0,Tempered Glass,39.7,2,ATX,True,350,True
Silverstone SG13,74.61,Mini ITX Tower,Black,0.0,Unknown,11.5,1,Mini ITX,True,320,True
NZXT H7 Flow (2022),129.99,ATX Mid Tower,White / Black,0.0,Tempered Glass,55.8,2,ATX,True,350,True
